"","WBIC","year","fishNStart","fishBStart","fishNEnd","fishBEnd","annualHarvestN","annualHarvestB","annualEffort","maxSize","meanSize","PSDQuality"
"32","2761600",4,272.622064553671,80.6792943330721,164.604893394324,66.1584841351263,0,0,98,60.2269541199805,17.5724339026679,0.173073260880492
"33","2210900",4,801.697714864699,203.446236639527,483.919540653245,170.684268991866,0,0,22,61.116558095843,15.7372906570098,0.14145367741326
"34","2406900",4,168.727568073319,42.7133570532039,101.818388533538,35.8355624497133,0,0,22,61.116558095843,15.7810340607051,0.141647362802631
"35","1541500",4,793.958437806341,224.64571033636,479.229888980988,188.940019040979,0,0,13,63.8169807234162,16.1300170394775,0.141462325370772
"36","1001000",4,1056.54396574163,268.269883366518,637.788371536761,225.070123751322,0,0,37,61.116558095843,15.7244234306734,0.141399821312157
"37","816800",4,5374.73072755004,1382.70820906635,3059.95073330405,1102.00614701501,200,55.1148632511046,95,63.2424939719981,15.4891189786659,0.127815061887066
"38","2309700",4,1533.8243726271,397.386466694929,922.844998629655,334.657751652996,4,0.188205562346896,4,62.2706847762738,15.547263376988,0.140699957945287
"39","1611700",4,3067.43793491941,812.475103550812,1779.97994345701,683.736883571998,101,6.666303187299,85,63.8169807234162,15.0124113311723,0.129125147807013
"40","1246500",4,767.633231054871,248.064936310232,463.411573881849,204.7742730766,0,0,112,63.2424939719981,17.8295355897821,0.172826448555004
"41","2953100",5,1883.06498426101,487.281194967334,1128.16783136756,410.681387573789,13,0.611668077627413,13,62.2706847762738,15.4606535602965,0.139253844022699
"42","2761600",5,272.604893394323,81.0217167752056,164.637706178131,66.4854371882998,0,0,99,60.2269541199805,17.5891587856994,0.173591377050267
"43","2210900",5,800.919540653245,204.599470615109,483.677619431357,171.759411134131,0,0,22,61.116558095843,15.7631714441004,0.141973766460628
"44","2406900",5,167.818388533538,42.9613701362489,101.39381038139,36.0650497762778,0,0,19,61.116558095843,15.8242069783341,0.142516942287535
"45","1541500",5,793.229888980988,225.957254585051,479.016372287466,190.161359350808,0,0,19,63.8169807234162,16.1575750701401,0.141973498531475
"46","1001000",5,1056.78837153676,269.782829877389,638.108909933025,226.483070138212,0,0,33,61.116558095843,15.7594318760219,0.141976863307255
"47","816800",5,5335.95073330405,1359.52933572432,3042.92441762468,1082.23520542189,194,54.1940195565481,92,63.2424939719981,15.5309986048583,0.124490660744257
"48","2309700",5,1533.84499862966,399.411665269054,921.736922974612,336.517071184183,7,0.329359734107068,7,62.2706847762738,15.5638233366645,0.140730437270408
"49","1611700",5,3051.97994345701,808.903677686192,1768.76508236232,680.869653591627,105,7.74181771493251,79,63.8169807234162,14.9475247869244,0.126527389970366
"50","1246500",5,767.411573881849,249.239828188715,463.4291080703,205.878545603502,0,0,117,63.2424939719981,17.8505347592663,0.173219355926625
"51","2953100",6,1882.16783136756,488.990951416103,1127.83752754734,412.364213771095,13,0.611668077627413,13,62.2706847762738,15.4719155861783,0.139068077304495
"52","2761600",6,272.637706178131,81.3216315256849,164.694762835227,66.7720311888239,0,0,98,60.2269541199805,17.6045446383184,0.173764288744394
"53","2210900",6,800.677619431357,205.622477738215,483.672995770948,172.713413248316,0,0,25,61.116558095843,15.782793209337,0.142425559299742
"54","2406900",6,167.39381038139,43.1793265353638,101.186274733066,36.2677460729752,0,0,15,61.116558095843,15.758836058016,0.142318052646719
"55","1541500",6,793.016372287466,227.120271654725,479.028782957201,191.243821586377,0,0,12,63.8169807234162,16.1786154193002,0.142348861225434
"56","1001000",6,1056.10890993303,271.126979360753,637.947681249362,227.736638499208,0,0,35,61.116558095843,15.7819383580141,0.142403345488311
"57","816800",6,5302.92441762468,1341.05662800759,3004.38522306798,1058.45058117121,229,65.8224964328535,97,63.2424939719981,15.3119454956093,0.122079106968616
"58","2309700",6,1532.73692297461,401.047488779251,922.211355205195,338.155163958518,5,0.23525695293362,5,62.2706847762738,15.5890957238196,0.14077400216014
"59","1611700",6,3046.76508236232,804.226768379695,1756.10501622312,676.676687219727,121,9.35802551807178,86,63.8169807234162,14.767936547689,0.12414003669376
"60","1246500",6,767.4291080703,250.276176648036,463.556550776928,206.854347483917,0,0,114,63.2424939719981,17.8684849493482,0.173584701379142
"61","2953100",7,1881.83752754734,490.454486853054,1128.26616749757,413.818241912792,12,0.564616687040689,12,62.2706847762738,15.4903381440176,0.13932626021362
"62","2761600",7,272.694762835227,81.5876642700716,164.76268027228,67.0254991735257,0,0,105,60.2269541199805,17.6188817456222,0.173970020011788
"63","2210900",7,800.672995770948,206.526457356008,483.778071113347,173.557505493394,0,0,20,61.116558095843,15.7994482001434,0.142756694816387
"64","2406900",7,168.186274733066,43.3647506053133,101.594617001344,36.4425762994819,0,0,18,61.116558095843,15.7526860361639,0.142408707523025
"65","1541500",7,793.028782957201,228.149246741161,479.144469165822,192.202330389207,0,0,15,63.8169807234162,16.1965157328635,0.14269466776073
"66","1001000",7,1055.94768124936,272.321077221133,638.012464731747,228.849463922864,0,0,33,61.116558095843,15.7995224286121,0.1427277572221
"67","816800",7,5305.38522306798,1313.54715859976,3000.90236618427,1034.20018294032,224,67.3076066042909,90,63.2424939719981,15.0923799350341,0.119546817121096
"68","2309700",7,1532.2113552052,402.563804739043,921.174941932701,339.547796569171,7,0.329359734107068,7,62.2706847762738,15.5917641898725,0.141083983749352
"69","1611700",7,3055.10501622312,797.554184476146,1765.3496153528,672.507589249342,106,7.88073584809598,79,63.8169807234162,14.694278713621,0.122186342934691
"70","1246500",7,767.556550776928,251.19272747519,463.733285348632,207.71733445737,0,0,121,63.2424939719981,17.8846698127995,0.173923595620882
"71","2953100",8,1881.26616749757,491.759131652382,1126.20107303728,414.975471962515,16,0.752822249387585,16,62.2706847762738,15.4791361723424,0.139595518920654
"72","2761600",8,272.76268027228,81.8254094830259,164.834180077693,67.2507570332205,0,0,97,60.2269541199805,17.6322597998495,0.174186492093171
"73","2210900",8,800.778071113347,207.325993318348,483.933141381811,174.304314886944,0,0,27,61.116558095843,15.8142954865424,0.143065156499959
"74","2406900",8,168.594617001344,43.5269288779834,101.834990169179,36.5957330179367,0,0,16,61.116558095843,15.8495890971485,0.143455272020379
"75","1541500",8,793.144469165822,229.061918461787,479.306434090247,193.052847297242,0,0,9,63.8169807234162,16.2124744543739,0.143013557937616
"76","1001000",8,1056.01246473175,273.37982772107,638.178886618016,229.836551448732,0,0,32,61.116558095843,15.814644887895,0.143028582205464
"77","816800",8,5333.90236618427,1286.02322967304,3004.14144342808,1010.12591127087,237,68.5519413035297,98,63.2424939719981,14.9171281264934,0.117272130272397
"78","2309700",8,1532.1749419327,403.780216464479,920.206438409548,340.683744951426,9,0.423462515280516,9,62.2706847762738,15.5741381088123,0.141073859716665
"79","1611700",8,3066.3496153528,792.203692611847,1768.59057046089,668.006964468078,110,8.17648738326004,82,63.8169807234162,14.6635559689171,0.121119487150814
"80","1246500",8,767.733285348632,252.008957396567,463.92907486694,208.484372648847,0,0,114,63.2424939719981,17.92089153098,0.174361264119731
"81","2953100",9,1881.20107303728,492.639154831859,1125.53753085994,415.859098103546,17,0.799873639974309,17,62.2706847762738,15.4513070169733,0.139623323997001
"82","2761600",9,272.834180077693,82.03959498723,164.905312618949,67.4525258214993,0,0,101,60.2269541199805,17.6446926558532,0.174401739692631
"83","2210900",9,800.933141381811,208.035455335234,484.108358927558,174.966289991087,0,0,19,61.116558095843,15.8277827823755,0.143350799295537
"84","2406900",9,167.834990169179,43.6753158026278,101.48317678426,36.7336768234333,0,0,14,61.116558095843,15.8845744332741,0.144125672360437
"85","1541500",9,793.306434090247,229.873894441579,479.486348241266,193.808968776589,0,0,18,63.8169807234162,16.245719055791,0.143487860565027
"86","1001000",9,1056.17888661802,274.319222254826,638.388920516623,230.712057979515,0,0,36,61.116558095843,15.8418387574997,0.143442785782294
"87","816800",9,5355.14144342808,1259.06528988006,3025.24310984468,992.636046928771,211,59.8671313669614,90,63.2424939719981,14.9153327627055,0.115609908005087
"88","2309700",9,1533.20643840955,404.682541650912,923.576386564316,341.739635637289,3,0.141154171760172,3,62.2706847762738,15.6128681545625,0.14139518768255
"89","1611700",9,3066.59057046089,786.76035911923,1768.12370283779,663.40319106979,110,8.17648738326004,82,63.8169807234162,14.638801990359,0.12018073950688
"90","1246500",9,766.92907486694,252.73985722869,463.618170702419,209.168917240478,0,0,120,63.2424939719981,17.9387255243647,0.174691683470987
"91","2953100",10,1883.53753085994,493.234674336518,1127.5771109864,416.557012637296,15,0.705770858800861,15,62.2706847762738,18.8588401128824,0.197174654793016
"92","2761600",10,272.905312618949,82.2330640246971,164.973885661095,67.633671362898,0,0,99,60.2269541199805,21.1565864909836,0.237408524280272
"93","2210900",10,801.108358927558,208.66734831403,484.288155648617,175.554659938848,0,0,16,61.116558095843,19.2085856911153,0.200271399925432
"94","2406900",10,167.48317678426,43.8084305090183,101.309865224796,36.8569981255036,0,0,25,61.116558095843,19.2691092609324,0.20120727113437
"95","1541500",10,792.486348241266,230.597039455782,479.159435619422,194.481057878931,0,0,14,63.8169807234162,19.7634352527234,0.200425225491871
"96","1001000",10,1055.38892051662,275.154836437013,638.103702108931,231.489721508124,0,0,27,61.116558095843,19.2230775696422,0.200374332241302
"97","816800",10,5360.24310984468,1242.51854228856,3021.59473391961,973.893111785173,222,63.9973521502371,95,63.2424939719981,17.4292709016472,0.166037613162608
"98","2309700",10,1533.57638656432,405.770584454027,923.214845786517,342.673987671526,5,0.23525695293362,5,62.2706847762738,19.020884661367,0.198476352088408
"99","1611700",10,3065.12370283779,781.479331973927,1764.58902618065,658.45978579543,114,8.73215991591392,82,63.8169807234162,17.8928977274738,0.177686692680732
"100","1246500",10,766.618170702419,253.388869291493,463.52522369402,209.777470586815,0,0,122,63.2424939719981,21.5724815913961,0.23773664161554
