"","vbgf.fits.agg$wbic","vbgf.fits.agg$year","Linf","k","t0"
"146",2334400,2019,33.1434809670907,0.0860987257670611,-1.8974178552162
"147",716800,2007,81.5496183316374,0.0308388715697244,-1.85577296977488
"148",2339100,2016,23.6379528158005,0.196640053626284,-0.0437924138164957
"149",2334300,2019,41.535861873384,0.0680516832224456,-1.46429228144949
"150",2329400,2019,26.0418469441973,0.140248986463095,-0.967311099869295
"151",2762200,2006,31.1965018178948,0.117950887409782,-1.06766790227668
"152",1881900,2006,20.0582280639148,0.311874946338493,-1.38527137091541
"153",2339100,2005,139.733638318822,0.0163065762939284,-1.69121493288693
"154",1630100,2008,23.611325813836,0.172540035166936,-1.45745551072918
"155",1619700,2014,17.995249691463,0.433453034637622,-0.318281976335811
"156",968800,2007,22.411850016439,0.24606886123846,0.286518226996306
"157",2329300,2021,10.6551443172704,1.03036329406755,-1.30104270135718
"158",2331600,2021,16.0524689994689,0.317196139169926,-2.2628500459664
"159",2329600,2019,27.1770423330127,0.134857678091342,-1.76955366065331
"160",2329800,2019,24.6101084901404,0.243797093891309,-0.583420589379663
"161",968800,2017,22.7113308436201,0.159288028014015,-1.6657068250425
"162",716800,2018,11.9970149250213,0.983949380464601,-1.04941604458769
"163",1545300,2018,17.6999997602309,0.223143558564069,-2.55879921725839
"164",2329300,2018,9.37105261578484,1.65292288914451,-0.953531304947068
"165",2316600,2018,33.8976902746381,0.0765593109716324,-2.59606454221686
"166",2268600,1998,30.4378654720769,0.115228837418972,-0.579333520600817
