"","wbic","Name","pe","Model","year","age0.cpe","COUNTY","LAKE","AREA","WDNRTYPE","CODE","CRNTCODE","annual.fishing.effort"
"328",1515400,"MOHAWKSIN",5147,1,1995,17.5294118,"LINCOLN","L MOHAWKSIN",1910,NA,"NR","NR",NA
"329",1515400,"Mohawksin",9063,1,2009,7.4166667,"LINCOLN","L MOHAWKSIN",1910,NA,"NR","NR",0
"330",1515400,"MOHAWKSIN",8709,1,2022,NA,NA,NA,NA,NA,NA,NA,0
"331",1516000,"JERSEY CIT",2060,1,1981,NA,NA,NA,NA,NA,NA,NA,NA
"332",1516000,"JERSEY CITY FLOWAGE",2115,1,2015,NA,NA,NA,NA,NA,NA,NA,NA
"333",1516400,"RICE RIVER",7551,1,1986,NA,NA,NA,NA,NA,NA,NA,NA
"334",1516401,"Rice R Fl Chain",13038,1,1991,NA,NA,NA,NA,NA,NA,NA,NA
"335",1516401,"Rice R Fl Chain",14943,1,2001,NA,NA,NA,NA,NA,NA,NA,NA
"336",1516401,"Rice R Fl Chain",11279,1,2012,NA,NA,NA,NA,NA,NA,NA,NA
"337",1516500,"LAKE NOKOM",19970,1,1986,NA,NA,NA,NA,NA,NA,NA,NA
"338",1516800,"BRIDGE LAK",3373,1,1986,NA,NA,NA,NA,NA,NA,NA,NA
"339",1517200,"MANSON",823,1,2000,1.9444444,"ONEIDA","MANSON L",236,NA,"C-NR","C-NR",11725.5068376068
"340",1517200,"Manson",305,1,2006,0.2777778,"ONEIDA","MANSON L",236,"Baseline","C-NR","C-NR",12469.1362248862
"341",1517200,"Manson",243,1,2016,NA,NA,NA,NA,NA,NA,NA,NA
"342",1517200,"Manson",283,1,2018,NA,NA,NA,NA,NA,NA,NA,9531.49019036519
"343",1517900,"HANCOCK",297,3,2002,0.1408451,"ONEIDA","HANCOCK L",259,NA,"C-ST","NR-2",18305.7628066378
"344",1519600,"DEER LAKE",548,1,1974,NA,NA,NA,NA,NA,NA,NA,NA
"345",1519600,"DEER LAKE",50,1,1991,NA,NA,NA,NA,NA,NA,NA,7736.88560744811
"346",1519600,"DEER LAKE",89,1,2001,6.2068966,"LINCOLN","DEER L",156,NA,"C-NR","NR",4722.20986652237
"347",1523000,"EAST HORSE",506,1,2001,1.8918919,"ONEIDA","E HORSEHEAD L",184,NA,"NR","C-ST",7786.07999500499
"348",1523000,"East Horsehead",468,2,2019,0,"ONEIDA","EAST HORSEHEAD",184,NA,"ST","C-ST",7667.86281080031
"349",1523600,"BEARSKIN",2696,1,1990,74.2857143,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"350",1523600,"BEARSKIN",3172,1,1996,1.4285714,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",14785.6820842556
"351",1523600,"BEARSKIN",3582,1,1998,17.6785714,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"352",1523600,"BEARSKIN",3076,1,2000,60.1785714,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",17597.3396159396
"353",1523600,"BEARSKIN",2984,1,2002,NA,NA,NA,NA,NA,NA,NA,NA
"354",1523600,"BEARSKIN",2658,1,2003,11.25,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",20171.4278416028
"355",1523600,"Bearskin",7467,1,2004,217.5,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"356",1523600,"BEARSKIN",3787,1,2006,193.3928571,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"357",1523600,"BEARSKIN",4349,1,2008,132.4,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"358",1523600,"Bearskin L",4039,1,2010,55.1785714,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"359",1523600,"Bearskin",3946,1,2012,102.3214286,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"360",1523600,"BEARSKIN L",6863,1,2014,46.6071429,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"361",1523600,"BEARSKIN",3571,1,2015,58.5714286,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",19431.0366744367
"362",1523600,"Bearskin",3621,1,2016,21.4285714,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"363",1523600,"Bearskin L",8481,1,2018,32.8571429,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",17098.0862082362
"364",1523600,"Bearskin L",3986,1,2019,11.6,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"365",1523600,"BEARSKIN L",3804,1,2022,61.96428571,"ONEIDA","BEARSKIN L",400,NA,"NR","NR",NA
"366",1527800,"BEAR",182,2,1999,NA,NA,NA,NA,NA,NA,NA,NA
"367",1528300,"WILLOW FLO",20952,1,1988,6.6923077,"ONEIDA","WILLOW FL",5135,NA,"NR","NR",NA
"368",1528300,"WILLOW FLO",13324,1,1994,60.5416667,"ONEIDA","WILLOW FL",5135,NA,"NR","NR",NA
"369",1528300,"WILLOW FLO",26566,1,2008,20.7531381,"ONEIDA","WILLOW FL",5135,NA,"NR","NR",6271.40277777778
"370",1528700,"Swamsauger",1076,1,2010,0,"ONEIDA","SWAMSAUGER L",141,NA,"C-NR","NR",NA
"371",1528700,"Swamsauger",374,1,2019,NA,NA,NA,NA,NA,NA,NA,NA
"372",1536300,"SQUIRREL",10646,1,1986,NA,NA,NA,NA,NA,NA,NA,NA
"373",1536300,"SQUIRREL",4280,1,1987,54.5833333,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"374",1536300,"SQUIRREL",6544,1,1990,18.5384615,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"375",1536300,"SQUIRREL",7292,1,1991,74.676259,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"376",1536300,"SQUIRREL",7500,1,1992,76.7625899,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",55999.3556755744
"377",1536300,"SQUIRREL",6142,1,1993,NA,NA,NA,NA,NA,NA,NA,NA
"378",1536300,"SQUIRREL",7562,1,1994,129.1366906,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"379",1536300,"SQUIRREL",8356,1,1995,23.3093525,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"380",1536300,"SQUIRREL",8610,1,1996,86.4748201,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"381",1536300,"SQUIRREL",8482,1,1997,30.647482,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"382",1536300,"SQUIRREL",7164,1,1998,148.9928058,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"383",1536300,"SQUIRREL",7079,1,1999,NA,NA,NA,NA,NA,NA,NA,NA
"384",1536300,"SQUIRREL",5485,1,2000,50.7913669,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"385",1536300,"SQUIRREL",7679,1,2001,94.6043165,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"386",1536300,"SQUIRREL",7880,1,2002,64.9640288,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"387",1536300,"SQUIRREL",5324,1,2003,43.0215827,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"388",1536300,"SQUIRREL",4824,1,2004,22.7007299,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"389",1536300,"SQUIRREL",5249,1,2005,1.942446,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"390",1536300,"SQUIRREL",6957,1,2006,156.618705,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"391",1536300,"SQUIRREL",9244,1,2007,16.7625899,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"392",1536300,"SQUIRREL",5388,1,2008,13.5251799,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"393",1536300,"SQUIRREL",6304,1,2009,17.1818182,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"394",1536300,"Squirrel L",5107,1,2010,6.9064748,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"395",1536300,"Squirrel",5732,1,2011,44.5522388,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"396",1536300,"Squirrel",3352,1,2012,24.8461538,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"397",1536300,"Squirrel L",3445,1,2013,46.6906475,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"398",1536300,"SQUIRREL L",4920,1,2014,25.3956835,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",36391.6626082251
"399",1536300,"Squirrel",5207,1,2015,48.7769784,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"400",1536300,"Squirrel",3958,1,2016,68.705036,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"401",1536300,"SQUIRREL",4584,1,2017,14.1726619,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"402",1536300,"Squirrel L",4226,1,2018,50.3597122,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",31881.8590631591
"403",1536300,"Squirrel L",7210,1,2019,50.3,"ONEIDA","SQUIRREL L",NA,NA,"NR","NR",NA
"404",1536300,"SQUIRREL L",4435,1,2022,60.86330935,"ONEIDA","SQUIRREL L",1317,NA,"NR","NR",NA
"405",1537800,"BOOTH",479,2,1994,1.3888889,"ONEIDA","BOOTH L",207,NA,"C-ST","C-ST",NA
"406",1537800,"BOOTH",222,2,1998,1.3888889,"ONEIDA","BOOTH L",207,NA,"C-ST","C-ST",NA
"407",1537800,"Booth",193,2,2004,0,"ONEIDA","BOOTH L",207,"Baseline","ST","C-ST",8250.24492521368
"408",1539600,"SHISHEBOGE",363,2,1991,NA,NA,NA,NA,NA,NA,NA,NA
"409",1540400,"LITTLE SPI",177,2,2002,0,"VILAS","LITTLE SPIDER L",235,NA,"C-ST","ST",NA
"410",1541500,"ARROWHEAD",426,2,1983,NA,NA,NA,NA,NA,NA,NA,NA
"411",1541500,"ARROWHEAD",436,2,1984,NA,NA,NA,NA,NA,NA,NA,NA
"412",1542300,"Kawaguesaga",4823,1,1987,155.4444444,"ONEIDA","KAWAGUESAGA L",670,NA,"NR","C-ST",NA
"413",1542300,"Kawaguesaga",2973,1,1992,1.4414414,"ONEIDA","KAWAGUESAGA L",670,NA,"NR","C-ST",32939.3045912421
"414",1542300,"Kawaguesaga",3495,1,1998,3.0630631,"ONEIDA","KAWAGUESAGA L",670,NA,"NR","C-ST",36673.7917221667
"415",1542300,"Kawaguesaga",2274,1,2009,0.6481481,"ONEIDA","KAWAGUESAGA L",670,NA,"NR","C-ST",30271.4402000777
"416",1542300,"KAWAGUESAGA",866,2,2015,0,"ONEIDA","KAWAGUESAGA L",670,NA,"C-ST","C-ST",NA
"417",1542300,"Kawaguesaga L",1747,2,2019,0.086206897,"ONEIDA","KAWAGUESAGA",670,NA,"C-ST","C-ST",NA
"418",1542300,"Kawaguesaga L",2120,2,2020,0.4,"ONEIDA","KAWAGUESAGA",670,NA,"C-ST","C-ST",NA
"419",1542300,"KAWAGUESAGA L",2251,2,2021,0.09,"ONEIDA","KAWAGUESAGA",670,NA,"C-ST","C-ST",NA
"420",1542400,"MINOCQUA",7028,1,1987,55.5333333,"ONEIDA","MINOCQUA L",1360,NA,"NR","C-ST",NA
"421",1542400,"MINOCQUA",7638,1,1992,7.0157068,"ONEIDA","MINOCQUA L",1360,NA,"NR","C-ST",83101.0596278721
"422",1542400,"MINOCQUA",6276,1,1998,6.2827225,"ONEIDA","MINOCQUA L",1360,NA,"NR","C-ST",76856.6174825175
"423",1542400,"MINOCQUA",2764,1,2009,0.8900524,"ONEIDA","MINOCQUA L",1360,NA,"C-NR","C-ST",76242.9614656177
"424",1542400,"MINOCQUA",1305,2,2015,0,"ONEIDA","MINOCQUA L",1360,NA,"C-ST","C-ST",NA
"425",1542400,"Minocqua L",5140,2,2019,0,"ONEIDA","MINOCQUA",1360,NA,"C-ST","C-ST",NA
"426",1542400,"MINOCQUA L",4461,2,2021,0.1,"ONEIDA","MINOCQUA",1360,NA,"C-ST","C-ST",NA
"427",1542600,"MID L",191,3,1992,0,"ONEIDA","MID L",215,NA,"NR","NR-2",NA
"428",1542700,"TOMAHAWK",6684,1,1987,5.4583333,"ONEIDA","TOMAHAWK L",3392,NA,"C-","C-ST",NA
"429",1542700,"TOMAHAWK",2520,2,2015,0.0331126,"ONEIDA","TOMAHAWK L",3392,NA,"C-ST","C-ST",NA
"430",1542700,"TOMAHAWK",10932,2,2021,1.24,"ONEIDA","TOMAHAWK",3392,NA,"C-ST","C-ST",NA
"431",1542701,"Tomahawk Chain",8561,1,1992,NA,NA,NA,NA,NA,NA,NA,NA
"432",1542701,"Tomahawk Chain",8508,1,1998,NA,NA,NA,NA,NA,NA,NA,NA
"433",1542701,"Tomahawk Chain",5086,2,2000,NA,NA,NA,NA,NA,NA,NA,NA
"434",1542701,"Tomahawk Chain",8672,2,2002,NA,NA,NA,NA,NA,NA,NA,NA
"435",1542701,"Tomahawk Chain",7845,2,2004,NA,NA,NA,NA,NA,NA,NA,NA
"436",1542701,"Tomahawk Chain",4321,2,2009,NA,NA,NA,NA,NA,NA,NA,NA
"437",1543300,"KATHERINE",885,1,1991,37.9591837,"ONEIDA","KATHERINE L",590,NA,"NR","C-NR",NA
"438",1543300,"KATHERINE",2360,1,1993,34.7663551,"ONEIDA","KATHERINE L",590,NA,"NR","C-NR",7773.5161019536
"439",1543300,"KATHERINE",3766,1,2001,16.0824742,"ONEIDA","KATHERINE L",590,NA,"NR","C-NR",11256.1818181818
"440",1543300,"KATHERINE",5803,1,2008,15.2336449,"ONEIDA","KATHERINE L",590,NA,"NR","C-NR",NA
"441",1543300,"Katherine",2975,1,2015,0,"ONEIDA","KATHERINE L",590,NA,"NR","C-NR",NA
"442",1543300,"Katherine",1578,1,2018,NA,NA,NA,NA,NA,NA,NA,NA
"443",1543300,"KATHERINE L",1117,1,2021,0.98,"ONEIDA","KATHERINE",590,NA,"C-NR","C-NR",NA
"444",1544700,"MADELINE",90,2,1990,NA,NA,NA,NA,NA,NA,NA,NA
"445",1544700,"MADELINE",52,3,2017,0,"ONEIDA","MADELINE L",159,NA,"REM","REM",11137.2337024087
"446",1544800,"CARROL",997,2,1990,1.3114754,"ONEIDA","CARROL L",352,NA,"C-ST","ST",NA
"447",1544800,"CARROL",892,2,2000,0,"ONEIDA","CARROL L",352,NA,"C-ST","ST",NA
"448",1544800,"CARROL",282,2,2005,0.2040816,"ONEIDA","CARROL L",352,"Baseline","ST","ST",28338.6345210345
"449",1544800,"CARROL",551,2,2017,0,"ONEIDA","CARROL L",352,NA,"ST","ST",21834.0754662005
"450",1545300,"LITTLE ARBOR VITAE",4458,1,1987,NA,NA,NA,NA,NA,NA,NA,NA
"451",1545300,"LITTLE ARBOR VITAE",2405,1,1990,NA,NA,NA,NA,NA,NA,NA,NA
"452",1545300,"LITTLE ARBOR VITAE",4028,1,1996,8.4482759,"VILAS","LITTLE ARBOR VITAE L",534,NA,"NR","C-ST",32161.9367715618
"453",1545300,"LITTLE ARBOR VITAE",2738,1,1999,NA,NA,NA,NA,NA,NA,NA,NA
"454",1545300,"LITTLE ARBOR VITAE",4360,1,2007,0.4225352,"VILAS","LITTLE ARBOR VITAE L",534,"Walleye","C-NR","C-ST",25720.9132006882
"455",1545300,"LITTLE ARBOR VITAE",751,2,2013,1.1320755,"VILAS","LITTLE ARBOR VITAE L",534,NA,"C-ST","C-ST",NA
"456",1545300,"LITTLE ARBOR VITAE",2059,2,2017,41.3207547,"VILAS","LITTLE ARBOR VITAE L",534,NA,"C-ST","C-ST",30234.5575702076
"457",1545300,"LITTLE ARBOR VITAE L",4026,2,2022,44.90566038,"VILAS","LITTLE ARBOR VITAE",534,NA,"C-ST","C-ST",NA
"458",1545600,"BIG ARBOR",10464,1,1982,NA,NA,NA,NA,NA,NA,NA,NA
"459",1545600,"BIG ARBOR",6960,1,1988,NA,NA,NA,NA,NA,NA,NA,NA
"460",1545600,"BIG ARBOR",9864,1,1993,21.025641,"VILAS","BIG ARBOR VITAE L",1090,NA,"NR","NR",73714.0115842491
"461",1545600,"BIG ARBOR",5793,1,1996,127.5641026,"VILAS","BIG ARBOR VITAE L",1090,NA,"NR","NR",NA
"462",1545600,"BIG ARBOR",5329,1,1998,29.1025641,"VILAS","BIG ARBOR VITAE L",1090,NA,"NR","NR",72186.6378441003
"463",1545600,"BIG ARBOR",8114,1,2001,NA,NA,NA,NA,NA,NA,NA,NA
"464",1545600,"BIG ARBOR",6860,1,2005,28.974359,"VILAS","BIG ARBOR VITAE L",1090,"Other","C-NR","NR",72928.1821886447
"465",1545600,"BIG ARBOR",6290,1,2008,9.4871795,"VILAS","BIG ARBOR VITAE L",1090,NA,"NR","NR",57701.4337953713
"466",1545600,"Big Arbor Vitae",8515,1,2011,17.0512821,"VILAS","BIG ARBOR VITAE L",1090,NA,"NR","NR",59130.386965812
"467",1545600,"BIG ARBOR VITAE",8253,1,2014,5.6410256,"VILAS","BIG ARBOR VITAE L",1090,NA,"NR","NR",44116.3838383838
"468",1545600,"BIG ARBOR VITAE",4775,1,2017,26.6666667,"VILAS","BIG ARBOR VITAE L",1090,NA,"NR","NR",46281.7379176379
"469",1547700,"SOMO",454,2,1999,0.0840336,"LINCOLN","SOMO L",472,NA,"C-ST","C-ST",NA
"470",1547700,"Somo",829,2,2006,NA,NA,NA,NA,NA,NA,NA,NA
"471",1547700,"SOMO",412,2,2021,NA,NA,NA,NA,NA,NA,NA,7260.47996794872
"472",1555500,"Muskellung",92,2,2004,0,"LINCOLN","MUSKELLUNGE L",167,"Other","ST","NR-2",NA
"473",1555900,"ALICE",958,2,1982,NA,NA,NA,NA,NA,NA,NA,NA
"474",1555900,"ALICE",2902,1,2003,32.4120603,"LINCOLN","L ALICE",1369,NA,"C-NR","NR",NA
"475",1564200,"CRESCENT",4323,1,1989,NA,NA,NA,NA,NA,NA,NA,NA
"476",1564200,"CRESCENT",2410,1,1992,61.0810811,"ONEIDA","CRESCENT L",612,NA,"NR","C-NR",31288.8516587579
"477",1564200,"CRESCENT",2598,1,2000,7.8378378,"ONEIDA","CRESCENT L",612,NA,"NR","C-NR",NA
"478",1564200,"CRESCENT",2242,1,2006,145,"ONEIDA","CRESCENT L",612,NA,"NR","C-NR",NA
"479",1564200,"Crescent",3526,1,2010,35.6756757,"ONEIDA","CRESCENT L",612,NA,"NR","C-NR",18326.7121350871
"480",1564200,"Crescent",4501,1,2015,19.7297297,"ONEIDA","CRESCENT L",612,NA,"NR","C-NR",NA
"481",1564200,"CRESCENT",1838,1,2022,NA,NA,NA,NA,NA,NA,NA,NA
"482",1564400,"SQUAW",108,2,2003,0,"LINCOLN","SQUAW L",79,NA,"ST","C-ST",NA
"483",1564400,"Squaw",84,2,2018,NA,NA,NA,NA,NA,NA,NA,NA
"484",1569600,"GEORGE",1144,1,1995,31.4545455,"ONEIDA","GEORGE L",435,NA,"NR","C-NR",26040.1043192918
"485",1569600,"GEORGE",1981,1,1999,51.6363636,"ONEIDA","GEORGE L",435,NA,"NR","C-NR",25174.4592296592
"486",1569600,"GEORGE",2120,1,2007,53.0909091,"ONEIDA","GEORGE L",435,NA,"C-NR","C-NR",NA
"487",1569600,"George",2127,1,2010,14.090909,"ONEIDA","GEORGE L",435,NA,"C-NR","C-NR",22288.1876144689
"488",1569600,"George",1490,1,2015,0,"ONEIDA","GEORGE L",435,NA,"NR","C-NR",NA
"489",1569600,"GEORGE",378,2,2022,0,"ONEIDA","GEORGE",435,NA,"C-NR","C-NR",NA
"490",1569900,"THOMPSON",452,1,1995,0,"ONEIDA","L THOMPSON",382,NA,"C-NR","C-ST",18162.7749084249
"491",1569900,"THOMPSON",517,2,1999,1.641791,"ONEIDA","L THOMPSON",382,NA,"ST","C-ST",16184.5803987679
"492",1569900,"THOMPSON",435,2,2005,0,"ONEIDA","L THOMPSON",382,"Baseline","C-ST","C-ST",19230.1826534577
"493",1571100,"FIFTH LAKE",1194,1,1991,NA,NA,NA,NA,NA,NA,NA,NA
"494",1571100,"FIFTH LAKE",3153,1,2007,1.7777778,"ONEIDA","FIFTH L",240,"Walleye","NR","C-NR",NA
"495",1572000,"FOURTH LAK",1283,1,1991,NA,NA,NA,NA,NA,NA,NA,NA
"496",1572000,"FOURTH",1160,1,2007,3.4615385,"ONEIDA","FOURTH L",258,"Walleye","NR","C-NR",10883.7596590909
"497",1572200,"THIRD LAKE",403,1,1991,NA,NA,NA,NA,NA,NA,NA,NA
"498",1572300,"SECOND LAK",434,1,1991,NA,NA,NA,NA,NA,NA,NA,NA
"499",1573800,"MOEN LAKE",1800,1,1991,NA,NA,NA,NA,NA,NA,NA,NA
"500",1573800,"MOEN",822,1,2007,0,"ONEIDA","MOEN L",460,"Walleye","NR-2","ST",9792.5446969697
"501",1575700,"STELLA",118,3,2002,0,"ONEIDA","STELLA L",405,NA,"O-ST","O-ST",NA
"502",1579700,"ENTERPRISE",2222,1,1984,NA,NA,NA,NA,NA,NA,NA,NA
"503",1579700,"ENTERPRISE",2518,1,1991,25.6666667,"LANGLADE","ENTERPRISE L",505,NA,"NR","NR",21025.4678862804
"504",1579700,"ENTERPRISE",2004,1,2001,37.1666667,"LANGLADE","ENTERPRISE L",505,NA,"NR","NR",NA
"505",1579700,"ENTERPRISE",426,1,2005,25.4237288,"LANGLADE","ENTERPRISE L",505,"Other","NR","NR",NA
"506",1579700,"Enterprise",865,1,2011,53.1666667,"LANGLADE","ENTERPRISE L",505,NA,"NR","NR",NA
"507",1579700,"Enterprise",1303,1,2015,12.8333333,"LANGLADE","ENTERPRISE L",505,NA,"NR","NR",NA
"508",1579700,"Enterprise L",1506,1,2019,23.3,"LANGLADE","ENTERPRISE L",505,NA,"NR","NR",NA
"509",1579900,"PELICAN",21614,1,1988,NA,NA,NA,NA,NA,NA,NA,NA
"510",1579900,"PELICAN",10684,1,1990,0.7692308,"ONEIDA","PELICAN L",3585,NA,"NR","NR",2774.5
"511",1579900,"PELICAN",4429,1,1995,16.2307692,"ONEIDA","PELICAN L",3585,NA,"NR","NR",NA
"512",1579900,"PELICAN",7472,1,1996,NA,NA,NA,NA,NA,NA,NA,NA
"513",1579900,"PELICAN",10229,1,1998,136.3076923,"ONEIDA","PELICAN L",3585,NA,"NR","NR",NA
"514",1579900,"PELICAN",10112,1,2001,136.1538462,"ONEIDA","PELICAN L",3585,NA,"C-NR","NR",NA
"515",1579900,"PELICAN",10094,1,2007,NA,NA,NA,NA,NA,NA,NA,NA
"516",1579900,"Pelican",8632,1,2011,19.3846154,"ONEIDA","PELICAN L",3585,NA,"NR","NR",55942.0184676435
"517",1579900,"Pelican",18147,1,2016,204.7692308,"ONEIDA","PELICAN L",3585,NA,"NR","NR",NA
"518",1586600,"Spider",489,1,2013,0,"ONEIDA","SPIDER L",118,NA,"NR","NR",3025.34829059829
"519",1586600,"SPIDER",348,1,2015,1.5897436,"ONEIDA","SPIDER L",118,NA,"NR","NR",NA
"520",1588200,"TWO SISTER",1487,2,1988,4.1935484,"ONEIDA","TWO SISTERS L",719,NA,"ST","C-ST",13119.5746031746
"521",1588200,"TWO SISTER",2245,2,1992,4.3010753,"ONEIDA","TWO SISTERS L",719,NA,"ST","C-ST",19327.6058316683
"522",1588200,"TWO SISTER",1367,2,1998,19.2473118,"ONEIDA","TWO SISTERS L",719,NA,"ST","C-ST",14234.251984127
"523",1588200,"TWO SISTER",2714,1,2002,3.1182796,"ONEIDA","TWO SISTERS L",719,NA,"C-NR","C-ST",15224.8553932179
"524",1588200,"TWO SISTER",2004,1,2005,7.2043011,"ONEIDA","TWO SISTERS L",719,"Other","C-NR","C-ST",13525.4895604396
"525",1588200,"TWO SISTER",1976,1,2008,2.7956989,"ONEIDA","TWO SISTERS L",719,NA,"C-NR","C-ST",8874.77913752914
"526",1588200,"TWO SISTER",995,1,2011,15.6043956,"ONEIDA","TWO SISTERS L",719,NA,"C-NR","C-ST",10274.1954365079
"527",1588200,"TWO SISTERS",1989,1,2014,0.326087,"ONEIDA","TWO SISTERS L",719,NA,"C-NR","C-ST",8343.32658730159
"528",1588200,"TWO SISTERS",978,1,2017,8.9247312,"ONEIDA","TWO SISTERS L",719,NA,"C-NR","C-ST",8253.27788461539
"529",1589100,"HASBROOK",971,1,1988,NA,NA,NA,NA,NA,NA,NA,NA
"530",1589100,"HASBROOK",1152,1,2001,53.4090909,"ONEIDA","HASBROOK L",302,NA,"NR","NR",4906.54959970585
"531",1589100,"HASBROOK",1722,1,2010,14.3181818,"ONEIDA","HASBROOK L",302,NA,"NR","NR",NA
"532",1589100,"HASBROOK",2158,1,2016,12.0454545,"ONEIDA","HASBROOK L",302,NA,"NR","NR",NA
"533",1589100,"Hasbrook",1964,1,2018,4.3181818,"ONEIDA","HASBROOK L",302,NA,"NR","NR",5466.83245920746
"534",1589300,"GILMORE",355,2,1994,0,"ONEIDA","GILMORE L",320,NA,"C-ST","ST",16799.7904456654
"535",1589300,"Gilmore",500,2,2009,0,"ONEIDA","GILMORE L",320,NA,"ST","ST",NA
"536",1589600,"SWEENEY LA",277,2,1988,4.5454545,"ONEIDA","SWEENEY L",187,NA,"ST","ST",NA
"537",1589600,"SWEENEY LA",750,1,1998,16.6666667,"ONEIDA","SWEENEY L",187,NA,"ST","ST",NA
"538",1589600,"SWEENY",247,2,2016,0,"ONEIDA","SWEENEY L",187,NA,"C-NR","ST",NA
"539",1590400,"PICKEREL",1017,2,1989,0.4615385,"ONEIDA","PICKEREL L",736,NA,"ST","O-ST",NA
"540",1590400,"Pickerel",305,3,2008,0.6923077,"ONEIDA","PICKEREL L",736,NA,"ST","O-ST",NA
"541",1591100,"BIG ST. GE",5693,1,1986,38.2894737,"VILAS","BIG ST GERMAIN L",1617,NA,"C-","C-ST",NA
"542",1591100,"BIG ST. GE",3482,1,1992,23.9473684,"VILAS","BIG ST GERMAIN L",1617,NA,"C-","C-ST",NA
"543",1591100,"BIG ST. GE",5046,1,1993,NA,NA,NA,NA,NA,NA,NA,NA
"544",1591100,"BIG ST. GE",4558,1,1994,89.2105263,"VILAS","BIG ST GERMAIN L",1617,NA,"C-","C-ST",68241.7920544733
"545",1591100,"BIG ST. GE",4167,1,1998,NA,NA,NA,NA,NA,NA,NA,NA
"546",1591100,"BIG ST. GE",8203,2,2006,14.6052632,"VILAS","BIG ST GERMAIN L",1617,"Walleye, Musky","C-NR","C-ST",NA
"547",1591100,"BIG ST. GE",3360,2,2009,0,"VILAS","BIG ST GERMAIN L",1617,NA,"C-ST","C-ST",NA
"548",1591100,"Big St Germain",4843,2,2011,41.1842105,"VILAS","BIG ST GERMAIN L",1617,NA,"C-ST","C-ST",49686.6924603175
"549",1591100,"BIG St. Germain",2908,2,2017,35.5263158,"VILAS","BIG ST GERMAIN L",1617,NA,"C-ST","C-ST",NA
"550",1591100,"BIG ST GERMAIN",3151,2,2021,14.46,"VILAS","BIG ST GERMAIN",1617,NA,"C-ST","C-ST",41119.6932234432
"551",1592400,"PLUM",1560,1,1986,46.4166667,"VILAS","PLUM L",1033,NA,"C-NR","NR",NA
"552",1592400,"PLUM",2068,1,1990,47.5,"VILAS","PLUM L",1033,NA,"C-NR","NR",NA
"553",1592400,"PLUM",3964,1,1995,134.6753247,"VILAS","PLUM L",1033,NA,"C-NR","NR",56574.4561979687
"554",1592400,"PLUM",3884,1,2000,27.7922078,"VILAS","PLUM L",1033,NA,"C-NR","NR",NA
"555",1592400,"PLUM",5674,1,2003,NA,NA,NA,NA,NA,NA,NA,24453.979978355
"556",1592400,"Plum",4490,1,2006,66.6233766,"VILAS","PLUM L",1033,"Baseline","C-NR","NR",26975.6377164502
"557",1592400,"Plum",4964,1,2009,NA,NA,NA,NA,NA,NA,NA,26160.939203158
