"","wbic","Name","pe","Model","year","age0.cpe","COUNTY","LAKE","AREA","WDNRTYPE","CODE","CRNTCODE","annual.fishing.effort"
"802",2100300,"Duck",544,1,2009,NA,NA,NA,NA,NA,NA,NA,NA
"803",2100300,"Duck",493,1,2012,NA,NA,NA,NA,NA,NA,NA,NA
"804",2100300,"Duck",173,1,2019,6,"BARRON","DUCK",100,NA,"NR","NR",NA
"805",2100800,"GRANITE",213,2,1994,42.3529412,"BARRON","GRANITE L",154,NA,"C-ST","NR",NA
"806",2100800,"GRANITE",605,1,2005,NA,NA,NA,NA,NA,NA,NA,NA
"807",2100800,"Granite",1236,1,2019,5.882352941,"BARRON","GRANITE",154,NA,"NR","NR",3747.73858086358
"808",2103200,"L Montanis",279,2,2010,0,"BARRON","L MONTANIS",200,NA,"C-ST","C-ST",NA
"809",2105100,"BEAR",1223,2,1985,NA,NA,NA,NA,NA,NA,NA,NA
"810",2105100,"BEAR",2082,2,1996,0.3787879,"BARRON","BEAR L",1358,NA,"C-ST","C-ST",34571.2226884227
"811",2105100,"BEAR",1655,2,2000,0,"BARRON","BEAR L",1358,NA,"C-ST","C-ST",43039.7274170274
"812",2105100,"Bear",661,3,2008,0,"BARRON","BEAR L",1358,NA,"ST","C-ST",47139.6146561772
"813",2105100,"BEAR",911,2,2014,0,"BARRON","BEAR L",1358,NA,"O-ST","C-ST",24990.793026418
"814",2105100,"BEAR",874,2,2022,NA,NA,NA,NA,NA,NA,NA,16277.5259379509
"815",2106800,"LONG",7107,1,1978,NA,NA,NA,NA,NA,NA,NA,NA
"816",2106800,"LONG",7555,1,1990,4.1578947,"WASHBURN","LONG L",3290,NA,"C-","C-ST",NA
"817",2106800,"LONG",5787,1,1991,4.2368421,"WASHBURN","LONG L",3290,NA,"C-","C-ST",NA
"818",2106800,"LONG",10238,1,1994,0.9473684,"WASHBURN","LONG L",3290,NA,"C-","C-ST",83997.8173076923
"819",2106800,"LONG",4420,1,1998,0,"WASHBURN","LONG L",3290,NA,"C-","C-ST",NA
"820",2106800,"LONG",4966,2,2001,3.5789474,"WASHBURN","LONG L",3290,NA,"C-","C-ST",68237.3583312521
"821",2106800,"LONG",3104,2,2003,1.0731707,"WASHBURN","LONG L",3290,NA,"C-ST","C-ST",NA
"822",2106800,"LONG",6915,2,2009,NA,NA,NA,NA,NA,NA,NA,NA
"823",2106800,"Long",5773,1,2012,1.2631579,"WASHBURN","LONG L",3290,NA,"C-NR","C-ST",NA
"824",2106800,"LONG",8481,1,2015,2.4736842,"WASHBURN","LONG L",3290,NA,"C-NR","C-ST",54718.5106005106
"825",2106800,"LONG",6211,2,2022,1.73553719,"WASHBURN","LONG",3290,NA,"C-ST","C-ST",NA
"826",2109300,"Slim",578,2,2019,0,"WASHBURN","SLIM",224,NA,"C-ST","C-ST",NA
"827",2109600,"BALSAM&RED",8099,1,1980,NA,NA,NA,NA,NA,NA,NA,NA
"828",2109600,"RED CEDAR",4304,1,1992,NA,NA,NA,NA,NA,NA,NA,NA
"829",2109600,"RED CEDAR",3565,1,2001,22.2012579,"BARRON","RED CEDAR L",1841,NA,"C-NR","C-NR",NA
"830",2109600,"RED CEDAR",3733,1,2005,4.2767296,"BARRON","RED CEDAR L",1841,"Walleye","C-NR","C-NR",29363.2097878973
"831",2109600,"Red Cedar",4542,1,2010,12.9559748,"BARRON","RED CEDAR L",1841,NA,"C-NR","C-NR",NA
"832",2109600,"RED CEDAR",7777,1,2016,29.0566038,"BARRON","RED CEDAR L",1841,NA,"C-ST","C-NR",NA
"833",2109800,"HEMLOCK",104,3,1992,NA,NA,NA,NA,NA,NA,NA,NA
"834",2109800,"HEMLOCK",162,3,2005,0.4347826,"BARRON","HEMLOCK L",357,"Walleye","REM","NR-2",27572.7695082695
"835",2109800,"HEMLOCK",207,3,2010,NA,NA,NA,NA,NA,NA,NA,NA
"836",2109800,"HEMLOCK",352,3,2016,0.8695652,"BARRON","HEMLOCK L",357,NA,"NR-2","NR-2",NA
"837",2112800,"BALSAM&RED",1576,1,1980,NA,NA,NA,NA,NA,NA,NA,NA
"838",2112800,"BALSAM",3352,1,1992,NA,NA,NA,NA,NA,NA,NA,NA
"839",2112800,"BALSAM",1003,1,2005,5.8490566,"WASHBURN","BALSAM L",295,"Walleye","C-NR","NR",15732.3244949495
"840",2112800,"BALSAM",552,1,2016,3.7735849,"WASHBURN","BALSAM L",295,NA,"NR","NR",NA
"841",2113300,"CHETAC",3336,2,1997,19.0285714,"SAWYER","L CHETAC",1920,NA,"C-ST","C-ST",77671.2735556111
"842",2113300,"CHETAC",8654,1,2005,6.9714286,"SAWYER","L CHETAC",1920,NA,"C-NR","C-ST",NA
"843",2113300,"L Chetac",2833,1,2010,0,"SAWYER","L CHETAC",1920,NA,"C-NR","C-ST",NA
"844",2113300,"Chetac",1828,1,2015,0,"SAWYER","L CHETAC",1920,NA,"C-NR","C-ST",NA
"845",2113300,"LAKE CHETAC",4715,2,2017,0,"SAWYER","L CHETAC",1920,NA,"C-NR","C-ST",131667.03494561
"846",2125400,"HALFMOON",241,2,2000,NA,NA,NA,NA,NA,NA,NA,NA
"847",2128100,"Altoona",3035,1,2012,NA,NA,NA,NA,NA,NA,NA,NA
"848",2128100,"ALTOONA",8297,1,2021,NA,NA,NA,NA,NA,NA,NA,NA
"849",2133200,"Lake Eau Claire",5755,1,2013,NA,NA,NA,NA,NA,NA,NA,55988.5355963481
"850",2133200,"LAKE EAU CLAIRE",4069,1,2017,NA,NA,NA,NA,NA,NA,NA,NA
"851",2133200,"LAKE EAU CLAIRE",3704,1,2022,NA,NA,NA,NA,NA,NA,NA,NA
"852",2143900,"Mead",189,2,2012,NA,NA,NA,NA,NA,NA,NA,NA
"853",2143900,"MEAD",57,3,2021,NA,NA,NA,NA,NA,NA,NA,NA
"854",2152800,"Wissota",10484,1,1996,NA,NA,NA,NA,NA,NA,NA,NA
"855",2152800,"Wissota",13017,1,2006,71.9893428,"CHIPPEWA","L WISSOTA",6300,"Baseline","NR","NR",26490.6153922466
"856",2152800,"Wissota",6437,1,2011,165,"CHIPPEWA","L WISSOTA",6300,NA,"NR","NR",NA
"857",2152800,"LAKE WISSOTA",8389,1,2015,68.1395349,"CHIPPEWA","L WISSOTA",6300,NA,"NR","NR",NA
"858",2157000,"Otter",4271,2,2018,0,"CHIPPEWA","OTTER L",661,NA,"ST","ST",NA
"859",2166100,"KATHRYN",110,2,2000,0,"TAYLOR","KATHRYN L",62,NA,"ST","ST",NA
"860",2166100,"Kathryn",62,2,2012,0,"TAYLOR","KATHRYN L",62,NA,"ST","ST",NA
"861",2169200,"ROUND LAKE",236,2,1983,NA,NA,NA,NA,NA,NA,NA,NA
"862",2169200,"Round",92,3,2012,NA,NA,NA,NA,NA,NA,NA,NA
"863",2169200,"ROUND",519,2,2021,NA,NA,NA,NA,NA,NA,NA,NA
"864",2171000,"Cornell",193,2,2018,NA,NA,NA,NA,NA,NA,NA,NA
"865",2197600,"SHEARER",37,2,2022,0,"TAYLOR","SHEARER",21,NA,"O-ST","O-ST",NA
"866",2217000,"Cranberry",4205,1,2018,NA,NA,NA,NA,NA,NA,NA,NA
"867",2237500,"CRANE & CHASE",126,3,2022,0,"PRICE","CRANE & CHASE",86,NA,"C-NR","C-NR",NA
"868",2240000,"ELK",1386,1,2021,10.71,"PRICE","ELK",88,NA,"C-NR","C-NR",NA
"869",2242500,"SOLBERG",4554,1,1994,76.0483871,"PRICE","SOLBERG L",859,NA,"NR","C-ST",8246.67638888889
"870",2242500,"SOLBERG",5197,1,2000,18.4677419,"PRICE","SOLBERG L",859,NA,"NR","C-ST",33250.0623931624
"871",2242500,"SOLBERG",3363,1,2003,15.754717,"PRICE","SOLBERG L",859,NA,"NR","C-ST",27597.644245338
"872",2242500,"SOLBERG",2640,2,2021,2.42,"PRICE","SOLBERG",859,NA,"C-ST","C-ST",NA
"873",2265100,"BEARSKULL",112,2,1994,NA,NA,NA,NA,NA,NA,NA,NA
"874",2266100,"WHITCOMB",57,2,2002,0,"PRICE","WHITCOMB L",44,NA,"O-ST","ST",NA
"875",2267800,"PIKE & ROU",6545,1,1972,NA,NA,NA,NA,NA,NA,NA,NA
"876",2267800,"ROUND",5480,1,1977,NA,NA,NA,NA,NA,NA,NA,NA
"877",2267800,"ROUND",4301,1,1978,NA,NA,NA,NA,NA,NA,NA,NA
"878",2267800,"ROUND",2610,1,1988,NA,NA,NA,NA,NA,NA,NA,NA
"879",2267800,"ROUND",3070,1,1991,70.3921569,"PRICE","ROUND L",726,NA,"C-","NR",19683.066996892
"880",2267800,"ROUND",3658,1,1998,53.5294118,"PRICE","ROUND L",726,NA,"C-","NR",17156.3392232767
"881",2267800,"ROUND",3522,1,2005,157.64705885,"PRICE","ROUND L",726,"Walleye","C-NR","NR",14451.5190018315
"882",2267800,"Round",1639,1,2012,89.2156863,"PRICE","ROUND L",726,NA,"C-NR","NR",NA
"883",2267800,"Round",1532,1,2018,42.5490196,"PRICE","ROUND L",726,NA,"NR","NR",14072.2611055611
"884",2268300,"PIKE & ROU",6355,1,1972,NA,NA,NA,NA,NA,NA,NA,NA
"885",2268300,"PIKE",10226,1,1977,NA,NA,NA,NA,NA,NA,NA,NA
"886",2268300,"PIKE",7843,1,1978,NA,NA,NA,NA,NA,NA,NA,NA
"887",2268300,"PIKE",5398,1,1988,NA,NA,NA,NA,NA,NA,NA,NA
"888",2268300,"PIKE",3132,1,1991,NA,NA,NA,NA,NA,NA,NA,31435.4122280497
"889",2268300,"PIKE",1908,1,1998,18.440367,"PRICE","PIKE L",806,NA,"C-","NR",20992.3626998002
"890",2268300,"PIKE",2321,1,2005,NA,NA,NA,NA,NA,NA,NA,19065.61996337
"891",2268300,"Pike",1267,1,2012,21.559633,"PRICE","PIKE L",806,NA,"C-NR","NR",NA
"892",2268300,"Pike",761,1,2018,NA,NA,NA,NA,NA,NA,NA,15431.5637529138
"893",2268500,"TURNER",1680,1,1991,5.3846154,"PRICE","TURNER L",149,NA,"NR","NR-2",11668.0377816628
"894",2268500,"TURNER",374,1,1998,NA,"PRICE","TURNER L",149,NA,"C-","NR-2",8043.29064685315
"895",2268500,"TURNER",254,1,2005,5.3846154,"PRICE","TURNER L",149,"Walleye","C-","NR-2",7789.36935286935
"896",2268500,"Turner",148,1,2018,17.3076923,"PRICE","TURNER L",149,NA,"NR","NR-2",6585.99463036963
"897",2268600,"AMIK",339,1,1991,6.9811321,"PRICE","AMIK L",224,NA,"NR","NR-2",12301.7698717949
"898",2268600,"AMIK",87,1,1998,1.8867925,"PRICE","AMIK L",224,NA,"NR","NR-2",11493.2861305361
"899",2268600,"Amik",200,3,2018,0.754717,"PRICE","AMIK L",224,NA,"REM","NR-2",10452.5065684316
"900",2271600,"SQUAW",4205,1,1990,17.7777778,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"901",2271600,"SQUAW",4639,1,1991,20.4444444,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"902",2271600,"SQUAW",4488,1,1992,24.5555556,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"903",2271600,"SQUAW",2654,1,1993,NA,NA,NA,NA,NA,NA,NA,NA
"904",2271600,"SQUAW",2948,1,1994,NA,NA,NA,NA,NA,NA,NA,NA
"905",2271600,"SQUAW",2975,1,1995,NA,NA,NA,NA,NA,NA,NA,NA
"906",2271600,"SQUAW",3129,1,1996,29.3333333,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"907",2271600,"SQUAW",1159,1,1997,10.6666667,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"908",2271600,"SQUAW",3401,1,1998,36.8888889,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"909",2271600,"SQUAW",3303,1,1999,NA,NA,NA,NA,NA,NA,NA,NA
"910",2271600,"SQUAW",3005,1,2000,18.3333333,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"911",2271600,"SQUAW",2751,1,2001,69,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"912",2271600,"SQUAW",2239,1,2002,26.4444444,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"913",2271600,"SQUAW",2878,1,2003,19.6666667,"VILAS","SQUAW L",785,NA,"NR","C-NR",15452.0637237762
"914",2271600,"SQUAW",2401,1,2004,3.3333333,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"915",2271600,"SQUAW",2309,1,2005,9.8888889,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"916",2271600,"SQUAW",4256,1,2006,14.3333333,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"917",2271600,"SQUAW",3947,1,2007,25.1111111,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"918",2271600,"SQUAW",2817,1,2008,0.7777778,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"919",2271600,"SQUAW",2608,1,2009,13.1111111,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"920",2271600,"SQUAW",2585,1,2010,3.1111111,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"921",2271600,"SQUAW",3065,1,2011,17.3333333,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"922",2271600,"SQUAW",3809,1,2012,27.1111111,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"923",2271600,"SQUAW",2397,1,2013,4.7777778,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"924",2271600,"SQUAW L",2750,1,2014,3.2222222,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"925",2271600,"Squaw",2099,1,2015,9.2222222,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"926",2271600,"Squaw",1779,1,2016,2.4444444,"VILAS","SQUAW L",785,NA,"NR","C-NR",13053.0759310134
"927",2271600,"SQUAW",2041,1,2017,1,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"928",2271600,"Squaw L",2184,1,2018,3.5555556,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"929",2271600,"Squaw L",2057,1,2019,0.9,"VILAS","SQUAW L",785,NA,"NR","C-NR",NA
"930",2271600,"AMBER L",2119,1,2021,66.9,"VILAS","AMBER L",785,NA,"NR","C-NR",NA
"931",2272600,"BUCKSKIN",1988,2,1991,92.0634921,"ONEIDA","BUCKSKIN L",634,NA,"ST","C-ST",25876.5697150072
"932",2272600,"BUCKSKIN",3684,2,1992,21.2698413,"ONEIDA","BUCKSKIN L",634,NA,"ST","C-ST",NA
"933",2272600,"BUCKSKIN",5948,2,1995,38.8888889,"ONEIDA","BUCKSKIN L",634,NA,"C-ST","C-ST",NA
"934",2272600,"BUCKSKIN",7683,2,1996,41.2698413,"ONEIDA","BUCKSKIN L",634,NA,"C-ST","C-ST",7595.27683080808
"935",2272600,"BUCKSKIN",4248,1,1999,6.1818182,"ONEIDA","BUCKSKIN L",634,NA,"C-NR","C-ST",NA
"936",2272600,"Buckskin",3964,1,2006,14.2857143,"ONEIDA","BUCKSKIN L",634,"Baseline","C-NR","C-ST",22336.3106809857
"937",2272600,"Buckskin",845,1,2016,0,"ONEIDA","BUCKSKIN L",634,NA,"C-NR","C-ST",NA
"938",2275100,"CONNORS",1862,1,1983,NA,NA,NA,NA,NA,NA,NA,NA
"939",2275100,"CONNORS",2523,1,1995,73.4210526,"SAWYER","CONNORS L",429,NA,"NR","NR",7863.72431734932
"940",2275100,"Connors L",1289,1,2010,41,"SAWYER","CONNORS L",429,NA,"NR","NR",NA
"941",2275100,"Connors",1084,1,2013,3.8,"SAWYER","CONNORS L",429,NA,"NR","NR",10321.7944638695
"942",2275100,"Connors L",2108,1,2018,NA,NA,NA,NA,NA,NA,NA,NA
"943",2275100,"CONNORS",1000,1,2021,20.6,"SAWYER","CONNORS",429,NA,"NR","NR",8999.25335775336
"944",2275300,"PICKEREL",2105,1,1983,NA,NA,NA,NA,NA,NA,NA,NA
"945",2275300,"LAKE OF THE PINES",592,1,2021,0.41,"SAWYER","LAKE OF THE PINES",273,NA,"C-NR","C-NR",NA
"946",2277200,"MASON L",1187,1,2014,0.5714286,"SAWYER","MASON L",190,NA,"NR","NR",NA
"947",2277600,"EVERGREEN L",973,1,2014,0,"SAWYER","EVERGREEN L",200,NA,"NR","NR",NA
"948",2283300,"BUTTERNUT",6621,1,1973,NA,NA,NA,NA,NA,NA,NA,NA
"949",2283300,"BUTTERNUT",5614,1,1987,NA,NA,NA,NA,NA,NA,NA,NA
"950",2283300,"BUTTERNUT",1999,1,1990,NA,NA,NA,NA,NA,NA,NA,29859.3181485181
"951",2283300,"BUTTERNUT",4165,1,1996,89.5535714,"PRICE","BUTTERNUT L",1006,NA,"C-NR","NR",36599.5924122174
"952",2283300,"BUTTERNUT",3577,1,1998,85.5357143,"PRICE","BUTTERNUT L",1006,NA,"C-NR","NR",29550.2555361305
"953",2283300,"BUTTERNUT",4075,1,2003,10.26785715,"PRICE","BUTTERNUT L",1006,NA,"C-NR","NR",37964.7695221445
"954",2283300,"BUTTERNUT",6084,1,2009,6.6666667,"PRICE","BUTTERNUT L",1006,NA,"C-NR","NR",NA
"955",2283300,"BUTTERNUT L",6630,1,2014,49.9107143,"PRICE","BUTTERNUT L",1006,NA,"NR","NR",NA
"956",2283300,"Butternut",3994,1,2019,34.64285714,"PRICE","BUTTERNUT",1006,NA,"NR","NR",27488.3884199134
"957",2287200,"CROWLEY FL",355,3,1990,NA,NA,NA,NA,NA,NA,NA,NA
"958",2288900,"PIXLEY FLO",838,1,1990,NA,NA,NA,NA,NA,NA,NA,NA
"959",2290100,"LOWER PARK",99,1,1990,NA,NA,NA,NA,NA,NA,NA,NA
"960",2290500,"UPPER PARK",126,3,1990,NA,NA,NA,NA,NA,NA,NA,NA
"961",2294900,"TURTLE FLA",92693,1,1975,NA,NA,NA,NA,NA,NA,NA,NA
"962",2294900,"TURTLE FLA",83619,1,1989,37.5,"IRON","TURTLE-FLAMBEAU FL",13545,NA,"NR","NR",NA
"963",2294900,"TURTLE FLA",58938,1,1992,NA,NA,NA,NA,NA,NA,NA,213620.802669553
"964",2294900,"TURTLE FLA",54771,1,1997,111.14411765,"IRON","TURTLE-FLAMBEAU FL",13545,NA,"NR","NR",100414.092748918
"965",2294900,"TURTLE FLA",54208,1,2009,157.4609375,"IRON","TURTLE-FLAMBEAU FL",13545,NA,"NR","NR",33631.75
"966",2294900,"TURTLE FLAMBEAU FLOWAGE",36855,1,2016,52.6159555,"IRON","TURTLE-FLAMBEAU FL",13545,NA,"NR","NR",190325.619628982
"967",2295200,"TRUDE",5343,1,1975,NA,NA,NA,NA,NA,NA,NA,NA
"968",2295200,"TRUDE",3985,1,1989,NA,NA,NA,NA,NA,NA,NA,NA
"969",2295200,"TRUDE",3920,1,1992,NA,NA,NA,NA,NA,NA,NA,NA
"970",2295200,"TRUDE",3495,1,1997,NA,NA,NA,NA,NA,NA,NA,10975.7464646465
"971",2295200,"TRUDE",4437,1,2009,NA,NA,NA,NA,NA,NA,NA,1313
"972",2295200,"TRUDE",1818,1,2016,NA,NA,NA,NA,NA,NA,NA,11654.6946532634
"973",2296500,"Mcdermott",267,3,2006,NA,NA,NA,NA,NA,NA,NA,NA
"974",2296500,"Mcdermott",109,2,2012,NA,NA,NA,NA,NA,NA,NA,NA
"975",2296500,"MC DERMOTT",50,2,2017,0,"IRON","MCDERMOTT L",84,NA,"ST","O-ST",NA
"976",2296500,"Mcdermott",30,3,2018,0,"IRON","MCDERMOTT L",84,NA,"ST","O-ST",NA
"977",2298300,"LAKE OF THE FALLS",107,3,2021,0,"IRON","LAKE OF THE FALLS",338,NA,"C-ST","O-ST",NA
"978",2303500,"LONG",617,2,1994,4.16,"IRON","LONG L",396,NA,"C-ST","C-ST",NA
"979",2303500,"LONG",622,2,1996,0.24,"IRON","LONG L",396,NA,"C-ST","C-ST",12884.7995580808
"980",2303500,"LONG",763,2,2001,5.28,"IRON","LONG L",396,NA,"C-ST","C-ST",14040.4580155955
"981",2303500,"Long",589,2,2010,0,"IRON","LONG L",396,NA,"C-ST","C-ST",7517.400495338
"982",2303500,"LONG",385,2,2015,NA,NA,NA,NA,NA,NA,NA,5877.7544955045
"983",2303500,"LONG",548,2,2021,0,"IRON","LONG",396,NA,"C-ST","C-ST",NA
"984",2306300,"SPIDER LAK",943,1,1998,42.739726,"IRON","SPIDER L",352,NA,"NR","C-ST",8557.89381451881
"985",2306300,"Spider",550,1,2007,9.8630137,"IRON","SPIDER L",352,NA,"NR","C-ST",9353.31532425907
"986",2306300,"Spider",473,1,2013,1.9178082,"IRON","SPIDER L",352,NA,"NR","C-ST",NA
"987",2306300,"Spider",370,3,2019,0.273972603,"IRON","SPIDER",352,NA,"NR","C-ST",NA
"988",2307300,"Fisher",123,3,2018,0,"IRON","FISHER L",410,NA,"C-ST","O-ST",NA
"989",2307600,"OWL",228,2,1995,NA,NA,NA,NA,NA,NA,NA,NA
"990",2309100,"Catherine",102,3,2018,0,"IRON","CATHERINE L",118,NA,"NR-2","NR-2",NA
"991",2309700,"CEDAR",263,2,1995,19.7222222,"IRON","CEDAR L",193,NA,"C-ST","C-ST",NA
"992",2309700,"Cedar",361,2,2013,0,"IRON","CEDAR L",193,NA,"C-ST","C-ST",NA
"993",2309700,"Cedar",323,2,2018,0.2439024,"IRON","CEDAR L",193,NA,"ST","C-ST",NA
"994",2310200,"SOUTH TURT",453,1,1991,29.516129,"VILAS","S TURTLE L",454,NA,"NR","NR",18517.5446969697
"995",2310200,"South Turtle",1345,1,2010,14.516129,"VILAS","S TURTLE L",454,NA,"NR","NR",12595.390984016
"996",2310400,"NORTH TURT",3394,1,1991,63.4,"VILAS","N TURTLE L",369,NA,"NR","NR",7561.00995670996
"997",2310400,"North Turtle",2970,1,2010,32.6,"VILAS","N TURTLE L",369,NA,"NR","NR",6691.89681152181
"998",2311100,"BIRCH",584,1,1990,20.1587302,"VILAS","BIRCH L",528,NA,"NR","NR",NA
"999",2311100,"BIRCH",478,1,1997,42.5396825,"VILAS","BIRCH L",528,NA,"NR","NR",11910.8613053613
"1000",2311100,"BIRCH L",452,3,2022,2.063492063,"VILAS","BIRCH L",528,NA,"NR","NR",NA
"1001",2311700,"ROCK LAKE",222,1,1991,20.8333333,"VILAS","ROCK L",122,NA,"NR","NR",5050.90151515152
"1002",2316100,"SANDY BEAC",306,1,1995,NA,NA,NA,NA,NA,NA,NA,NA
"1003",2316100,"SANDY BEAC",235,1,2003,NA,NA,NA,NA,NA,NA,NA,NA
"1004",2316100,"SANDY BEAC",204,1,2007,NA,NA,NA,NA,NA,NA,NA,NA
"1005",2316100,"SANDY BEAC",169,1,2011,NA,NA,NA,NA,NA,NA,NA,NA
"1006",2316100,"SANDY BEACH",121,2,2017,0,"IRON","SANDY BEACH L",111,NA,"ST","ST",NA
"1007",2316100,"Sandy Beach",104,2,2018,0,"IRON","SANDY BEACH L",111,NA,"ST","ST",NA
"1008",2316100,"Sandy Beach",121,2,2019,NA,NA,NA,NA,NA,NA,NA,NA
"1009",2316100,"Sandy Beach",116,2,2020,0,"IRON","SANDY BEACH",111,NA,"ST","ST",NA
"1010",2316100,"SANDY BEACH",154,2,2021,0,"IRON","SANDY BEACH",111,NA,"ST","ST",NA
"1011",2316600,"DEAD PIKE",1052,1,1990,NA,NA,NA,NA,NA,NA,NA,NA
"1012",2316600,"DEAD PIKE",374,2,2005,0,"VILAS","DEAD PIKE L",297,"Baseline","ST","C-ST",1511.93076923077
"1013",2316600,"DEAD PIKE",166,2,2015,0.8823529,"VILAS","DEAD PIKE L",297,NA,"C-ST","C-ST",NA
"1014",2318500,"Randall",322,1,2012,NA,NA,NA,NA,NA,NA,NA,NA
"1015",2318500,"RANDALL",207,1,2017,0,"IRON","RANDALL L",115,NA,"NR","ST",NA
"1016",2318500,"RANDALL",248,2,2022,31.42857143,"IRON","RANDALL",115,NA,"ST","ST",NA
"1017",2327500,"REST",2450,4,1993,3.7037037,"VILAS","REST L",608,NA,"NR","C-NR",13403.9245476745
"1018",2327500,"REST",1867,4,1999,NA,NA,NA,NA,NA,NA,NA,10571.3343253968
"1019",2327500,"Rest",1994,4,2004,66.1728395,"VILAS","REST L",608,"Baseline","C-NR","C-NR",11672.9731206294
"1020",2327500,"Rest",1676,4,2019,10.8,"VILAS","REST L",608,NA,"C-NR","C-NR",NA
"1021",2328700,"PAPOOSE",476,1,1990,NA,NA,NA,NA,NA,NA,NA,NA
"1022",2328700,"PAPOOSE",1306,1,1994,63.7878788,"VILAS","PAPOOSE L",428,NA,"NR","C-NR",9454.05666416916
"1023",2328700,"PAPOOSE",819,1,1997,10.1515152,"VILAS","PAPOOSE L",428,NA,"NR","C-NR",7575.90608003108
"1024",2328700,"PAPOOSE",1187,1,2004,69.3939394,"VILAS","PAPOOSE L",428,NA,"C-NR","C-NR",NA
"1025",2328700,"Papoose",1031,1,2012,11.0606061,"VILAS","PAPOOSE L",428,NA,"C-NR","C-NR",5695.16121933622
"1026",2328700,"Papoose L",1045,1,2018,NA,NA,NA,NA,NA,NA,NA,NA
"1027",2328800,"STONE",44,4,1993,2.4137931,"VILAS","STONE L",139,NA,"NR","C-NR",NA
"1028",2328800,"STONE",241,4,1999,NA,NA,NA,NA,NA,NA,NA,14326.0062229437
"1029",2328800,"Stone",203,4,2004,8.6111111,"VILAS","STONE L",139,"Walleye","C-NR","C-NR",6742.30654761905
"1030",2328900,"FAWN",23,4,1993,NA,NA,NA,NA,NA,NA,NA,NA
"1031",2328900,"Fawn",108,4,2004,6.4285714,"VILAS","FAWN L",74,"Walleye","C-NR","C-NR",8414.55322802198
"1032",2329000,"CLEAR",1987,4,1993,NA,NA,NA,NA,NA,NA,NA,24902.3190039128
"1033",2329000,"CLEAR",1616,4,1999,13.5185185,"VILAS","CLEAR L",555,NA,"C-NR","C-NR",19653.0869047619
"1034",2329000,"Clear",1576,4,2004,NA,NA,NA,NA,NA,NA,NA,18987.2349213287
"1035",2329000,"Clear",1434,4,2019,4,"VILAS","CLEAR L",555,NA,"C-NR","C-NR",NA
"1036",2329300,"SPIDER",810,4,1993,2.7272727,"VILAS","SPIDER L",272,NA,"NR","C-NR",NA
"1037",2329300,"SPIDER",472,4,1999,10.3389831,"VILAS","SPIDER L",272,NA,"C-NR","C-NR",5247.77029220779
"1038",2329300,"Spider",397,4,2004,22.5423729,"VILAS","SPIDER L",272,"Walleye","C-NR","C-NR",5327.13747710623
"1039",2329300,"Spider",383,4,2019,17.04918033,"VILAS","SPIDER",272,NA,"C-NR","C-NR",NA
"1040",2329400,"MANITOWISH",508,4,1993,17.5,"VILAS","MANITOWISH L",506,NA,"NR","C-NR",NA
"1041",2329400,"MANITOWISH",1028,4,1999,NA,NA,NA,NA,NA,NA,NA,8401.07048160173
"1042",2329400,"Manitowish",480,4,2004,6.7123288,"VILAS","MANITOWISH L",506,"Walleye","C-NR","C-NR",10474.6564789377
"1043",2329400,"Manitowish",726,4,2019,0.8,"VILAS","MANITOWISH",506,NA,"C-NR","C-NR",NA
"1044",2329600,"ALDER",1050,4,1993,7.6923077,"VILAS","ALDER L",274,NA,"NR","C-NR",5633.0931013431
"1045",2329600,"ALDER",2662,4,1999,5.3846154,"VILAS","ALDER L",274,NA,"C-NR","C-NR",5915.89069264069
"1046",2329600,"Alder",1664,4,2004,32.5641026,"VILAS","ALDER L",274,"Walleye","C-NR","C-NR",710.416666666667
"1047",2329800,"WILD RICE",418,4,1993,13.2432432,"VILAS","WILD RICE L",379,NA,"NR","C-NR",12566.9857448107
"1048",2329800,"WILD RICE",250,4,1999,NA,NA,NA,NA,NA,NA,NA,11338.4324675325
"1049",2329800,"WILD RICE",264,4,2004,15.3125,"VILAS","WILD RICE L",379,"Baseline","C-NR","C-NR",9751.19688644689
