WBIC,Lake Name,County,Area (acres),Area (ha),Max Depth (ft),Max Depth (m),Latitude,Longitude,Final Lake Class,Temp Transitional,Clarity Transitional,If not then (for 2-story and stocked trout lakes)
176000,Amey Pond,Adams,56,22.7,7,2.1,43.6471792,-89.6157144,Simple - Warm - Dark,n/a,n/a,n/a
1374300,Arkdale Lake (Millpond),Adams,55,22.3,6,1.8,44.0306221,-89.88152,Simple - Riverine,n/a,n/a,n/a
1377700,Arrowhead Lake (Manchester),Adams,350,141.6,30,9.1,44.2096963,-89.841425,Complex - Warm - Dark,no,no,n/a
1374800,Big Roche A Cri Lake,Adams,205,83.0,20,6.1,44.0581751,-89.8155436,Complex - Riverine,n/a,n/a,n/a
176600,Big Spring Pond,Adams,7,2.8,5,1.5,43.6702367,-89.6436943,Simple - Trout Pond,n/a,n/a,n/a
1378100,Camelot Lake,Adams,445,180.1,24,7.3,44.226917,-89.7648161,Complex - Warm - Dark,no,no,n/a
1345700,Castle Rock Lake*,Adams,13955,5647.4,36,11.0,43.9555583,-90.0378786,Complex - Warm - Dark,no,no,n/a
102600,Crooked Lake,Adams,48,19.4,56,17.1,43.7683539,-89.6069813,Simple - Warm - Clear,no,no,n/a
102800,Deep Lake,Adams,35,14.2,47,14.3,43.781208,-89.64544,Simple - Warm - Clear,n/a,n/a,n/a
1343600,Easton Lake,Adams,24,9.7,10,3.0,43.8408799,-89.7962088,Simple - Riverine,n/a,n/a,n/a
1352000,Friendship Lake (Millpond),Adams,115,46.5,16,4.9,43.9819927,-89.7992276,Complex - Riverine,n/a,n/a,n/a
103600,Goose Lake,Adams,81,32.8,18,5.5,43.79776,-89.636665,Simple - Warm - Dark,no,no,n/a
104000,Jordan Lake (Long),Adams,213,86.2,79,24.1,43.74315,-89.64718,Complex - Two Story,yes,yes,Complex - Cool - Dark
175700,Mason Lake*,Adams,855,346.0,9,2.7,43.6577952,-89.6079457,Complex - Warm - Dark,no,no,n/a
178500,McDougall Lake,Adams,9,3.6,8,2.4,43.7889776,-89.6313063,Simple - Warm - Dark,n/a,n/a,n/a
179100,McGinnis Lake,Adams,33,13.4,28,8.5,43.8423602,-89.6457456,Simple - Warm - Dark,no,no,n/a
106500,Parker Lake,Adams,59,23.9,30,9.1,43.7753424,-89.6350137,Simple - Warm - Clear,n/a,n/a,n/a
106600,Patrick Lake,Adams,50,20.2,10,3.0,43.8861801,-89.6588433,Simple - Warm - Dark,no,no,n/a
178700,Peppermill Lake (Beaver Pond),Adams,100,40.5,9,2.7,43.7882077,-89.6482751,Simple - Warm - Dark,no,no,n/a
107000,Rollers Lake,Adams,27,10.9,5,1.5,43.8869063,-89.6072749,Simple - Harsh - No Fishery,n/a,n/a,n/a
1377900,Sherwood Lake (Deer Lodge),Adams,246,99.6,27,8.2,44.2030616,-89.7914099,Complex - Warm - Dark,no,no,n/a
1017300,Silver Lake,Adams,7,2.8,11,3.4,43.8914025,-89.9058704,Simple - Harsh - No Fishery,n/a,n/a,n/a
117500,Wolf Lake,Adams,49,19.8,47,14.3,43.79552,-89.622345,Simple - Warm - Clear,n/a,n/a,n/a
2754000,Alex Pond,Ashland,9,3.6,,,46.5952947,-90.6849583,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2410400,Augustine Lake,Ashland,166,67.2,10,3.0,46.1793185,-90.4607998,Simple - Cool - Clear,no,yes,n/a
2892100,Bad River Slough,Ashland,204,82.6,24,7.3,46.630295,-90.6480501,Complex - Riverine,n/a,n/a,n/a
2755100,Bass Lake,Ashland,28,11.3,12,3.7,46.3622257,-90.7865532,Simple - Cool - Clear,no,no,n/a
2405100,Bay Spring,Ashland,2,0.8,5,1.5,46.0664742,-90.664278,Simple - Trout Pond,n/a,n/a,n/a
2403200,Bear Lake,Ashland,204,82.6,9,2.7,45.9901265,-90.8051768,Complex - Riverine,n/a,n/a,n/a
2935400,Beaver Lake T44N R02W S16,Ashland,25,10.1,8,2.4,46.2842655,-90.6239516,Simple - Warm - Dark,n/a,n/a,n/a
2916200,Beaver Lake T44N R04W S07,Ashland,35,14.2,10,3.0,46.3007719,-90.9014586,Simple - Trout Pond,n/a,n/a,n/a
2916700,Beaverdam Lake,Ashland,118,47.8,19,5.8,46.3193079,-90.8142002,Simple - Cool - Clear,no,no,n/a
2751600,Big Bay Lagoon - Madeline Is,Ashland,105,42.5,10,3.0,46.809062,-90.6805614,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2401300,Black Lake (Birch)*,Ashland,129,52.2,17,5.2,45.988478,-90.9328439,Complex - Cool - Clear,yes,no,n/a
1835800,Blueberry Lake,Ashland,2,0.8,7,2.1,46.0177073,-90.379801,Simple - Harsh - No Fishery,n/a,n/a,n/a
2752000,Bog Lake - Madeline Is,Ashland,36,14.6,5,1.5,46.8516904,-90.587525,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2407900,Bullhead Lake,Ashland,14,5.7,13,4.0,46.0505529,-90.5799387,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2283300,Butternut Lake*,Ashland,1006,407.1,32,9.8,45.9678407,-90.5186458,Complex - Cool - Dark,no,no,n/a
1838600,Cammerer Lake,Ashland,19,7.7,27,8.2,46.1679474,-90.4438021,Simple - Trout Pond,n/a,n/a,n/a
1838700,Camp Four Lake,Ashland,10,4.0,19,5.8,46.0530979,-90.6072003,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2932700,Conley Lake,Ashland,6,2.4,25,7.6,46.2725502,-90.7047097,Simple - Warm - Dark,n/a,n/a,n/a
2430100,Cranberry Lake,Ashland,8,3.2,15,4.6,46.162952,-90.8824419,Simple - Warm - Dark,n/a,n/a,n/a
1842600,Cub Lake,Ashland,31,12.5,21,6.4,45.984318,-90.8178634,Simple - Warm - Dark,n/a,n/a,n/a
1842900,Cycle Lake,Ashland,37,15.0,23,7.0,46.0866607,-90.431887,Simple - Cool - Clear,no,no,n/a
2430300,Day Lake Flowage,Ashland,625,252.9,20,6.1,46.1874082,-90.9063791,Simple - Cool - Clear,no,no,n/a
2428700,Dead Horse Slough,Ashland,87,35.2,7,2.1,46.1577704,-90.8602536,Simple - Harsh - No Fishery,n/a,n/a,n/a
2407100,Ditmans Lake,Ashland,3,1.2,17,5.2,46.2190871,-90.5397435,Simple - Harsh - No Fishery,n/a,n/a,n/a
2760600,Dollar Lake,Ashland,13,5.3,17,5.2,46.2770292,-90.6052325,Simple - Warm - Dark,n/a,n/a,n/a
2936800,Dry Lake,Ashland,18,7.3,7,2.1,46.2224077,-90.5744998,Simple - Cool - Clear,no,no,n/a
2431000,Duck Lake*T43N R05W S13,Ashland,28,11.3,31,9.4,46.2009253,-90.9266822,Simple - Warm - Dark,n/a,n/a,n/a
2914800,English Lake,Ashland,244,98.7,40,12.2,46.3128645,-90.7682247,Complex - Cool - Clear,no,no,n/a
2935600,Eureka Lake,Ashland,39,15.8,28,8.5,46.2889393,-90.5792195,Simple - Cool - Clear,no,no,n/a
2935500,Galilee Lake,Ashland,213,86.2,23,7.0,46.2842857,-90.5931821,Complex - Cool - Clear,no,no,n/a
1850200,Gates Lake,Ashland,22,8.9,17,5.2,46.0993489,-90.691471,Simple - Cool - Clear,no,yes,n/a
2917900,Gilbert Lake,Ashland,4,1.6,13,4.0,46.299218,-90.8581126,Simple - Harsh - No Fishery,n/a,n/a,n/a
2406500,Gordon Lake,Ashland,142,57.5,28,8.5,46.1662845,-90.6175942,Complex - Cool - Clear,no,no,n/a
2291800,Hoffman Lake,Ashland,89,36.0,6,1.8,45.9970877,-90.3287948,Simple - Harsh - No Fishery,n/a,n/a,n/a
2892400,Honest John Lake,Ashland,93,37.6,8,2.4,46.6204936,-90.6287033,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2917300,John Frank Lake,Ashland,5,2.0,11,3.4,46.3100519,-90.801241,Simple - Warm - Dark,n/a,n/a,n/a
2891700,Kakagon Slough,Ashland,766,310.0,26,7.9,46.6614806,-90.7456083,Complex - Riverine,n/a,n/a,n/a
2407400,Kempf Springs,Ashland,3,1.2,9,2.7,46.0664717,-90.6067962,Simple - Trout Pond,n/a,n/a,n/a
2405700,Kenyon Springs,Ashland,7,2.8,2,0.6,46.0772488,-90.6626858,Simple - Trout Pond,n/a,n/a,n/a
2936400,Knab Lake,Ashland,9,3.6,7,2.1,46.2019687,-90.5954981,Simple - Cool - Clear,no,no,n/a
2285700,Lindbergh Lake,Ashland,4,1.6,1,0.3,46.0564263,-90.4218083,Simple - Harsh - No Fishery,n/a,n/a,n/a
2285900,Little Butternut Lake,Ashland,10,4.0,11,3.4,46.0666341,-90.4327075,Simple - Warm - Dark,n/a,n/a,n/a
1861100,Little Clam Lake,Ashland,144,58.3,11,3.4,46.1540407,-90.8873786,Simple - Cool - Clear,yes,no,n/a
2934800,Long Lake (Leland)T44N R02W S29,Ashland,111,44.9,13,4.0,46.2595195,-90.6458609,Simple - Cool - Clear,no,no,n/a
2767000,Long Lake T45N R04W S19,Ashland,19,7.7,5,1.5,46.3616612,-90.9126452,Simple - Harsh - No Fishery,n/a,n/a,n/a
2767300,Loon Lake,Ashland,36,14.6,23,7.0,46.350158,-90.646306,Simple - Cool - Clear,no,no,n/a
2767500,Lost Lake,Ashland,10,4.0,19,5.8,46.5164373,-90.7088389,Simple - Warm - Dark,n/a,n/a,n/a
1864300,Luebke Lake,Ashland,8,3.2,9,2.7,46.0591821,-90.4119727,Simple - Harsh - No Fishery,n/a,n/a,n/a
2934000,McCarthy Lake,Ashland,42,17.0,2,0.6,46.2196939,-90.8001177,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2935300,Meder Lake,Ashland,135,54.6,10,3.0,46.2757699,-90.6458607,Complex - Cool - Clear,no,no,n/a
1866000,Meyer Lake,Ashland,14,5.7,27,8.2,46.1349457,-90.5328707,Simple - Warm - Dark,n/a,n/a,n/a
2916900,Mineral Lake,Ashland,225,91.1,29,8.8,46.2943071,-90.8284447,Complex - Cool - Clear,no,no,n/a
2918200,Moquah Lake,Ashland,50,20.2,8,2.4,46.2467192,-90.8622511,Complex - Cool - Clear,yes,no,n/a
2430500,Mud Lake (Gormely),Ashland,10,4.0,14,4.3,46.1989744,-90.8838693,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2405900,Muskellunge Lake,Ashland,22,8.9,8,2.4,46.1210403,-90.6807439,Simple - Cool - Clear,no,no,n/a
2285200,Parker Lake,Ashland,13,5.3,6,1.8,46.0137752,-90.4823279,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2404800,Pelican Lake,Ashland,40,16.2,13,4.0,46.0652573,-90.6919365,Complex - Riverine,n/a,n/a,n/a
2905000,Pictured Rock Lake,Ashland,5,2.0,9,2.7,46.5625244,-90.6869365,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1875200,Pole Lake,Ashland,13,5.3,21,6.4,46.1437016,-90.9083764,Simple - Trout Pond,n/a,n/a,n/a
2917200,Potter Lake,Ashland,29,11.7,11,3.4,46.2976004,-90.8030558,Complex - Cool - Clear,no,no,n/a
1880400,Seagels Lake,Ashland,7,2.8,9,2.7,46.1345759,-90.6316154,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2915900,"Seitz Lake (Sietz, Sitz)",Ashland,19,7.7,6,1.8,46.313934,-90.875158,Simple - Trout Pond,n/a,n/a,n/a
2409700,Sells Lake,Ashland,16,6.5,5,1.5,46.1339548,-90.5106986,Complex - Warm - Dark,n/a,n/a,n/a
1881300,Slim Lake,Ashland,15,6.1,33,10.1,46.0335559,-90.5777639,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2402100,Snoose Lake (Snooze),Ashland,24,9.7,13,4.0,45.9854188,-90.9065599,Simple - Cool - Clear,no,no,n/a
2935100,Snowshoe Lake (Billard),Ashland,24,9.7,11,3.4,46.2728969,-90.6166591,Simple - Warm - Dark,n/a,n/a,n/a
2918600,Spider Lake,Ashland,103,41.7,25,7.6,46.233029,-90.8595031,Complex - Cool - Clear,no,no,n/a
2936200,Spillerberg Lake,Ashland,75,30.4,24,7.3,46.1976096,-90.6740432,Complex - Cool - Clear,no,no,n/a
2905400,Sugarbush Lake,Ashland,4,1.6,9,2.7,46.5472338,-90.6964774,Simple - Harsh - No Fishery,n/a,n/a,n/a
2936600,Summit Lake,Ashland,91,36.8,6,1.8,46.1941984,-90.5974462,Simple - Warm - Dark,n/a,n/a,n/a
2922700,Tea Lake,Ashland,50,20.2,48,14.6,46.2930165,-90.9100481,Complex - Cool - Clear,no,no,n/a
2915800,Three Lake,Ashland,72,29.1,13,4.0,46.3194665,-90.8510574,Simple - Cool - Clear,no,no,n/a
2406700,Torrey Lake,Ashland,30,12.1,31,9.4,46.1566944,-90.6314655,Simple - Warm - Dark,n/a,n/a,n/a
1886700,Trout Lake,Ashland,5,2.0,28,8.5,46.1315987,-90.530344,Simple - Cool - Clear,n/a,n/a,n/a
2429000,"Twin Lake, East",Ashland,110,44.5,15,4.6,46.1897591,-90.8570448,Simple - Cool - Clear,no,no,n/a
2044800,"Twin Lake, West",Ashland,44,17.8,20,6.1,46.1900264,-90.8668898,Simple - Cool - Clear,no,no,n/a
2462400,"Twin Lakes, East",Ashland,24,9.7,24,7.3,46.3521529,-91.7329179,Simple - Cool - Dark,no,no,n/a
2599000,"Twin Lakes, West",Ashland,59,23.9,14,4.3,46.3458525,-91.7389786,Simple - Cool - Dark,no,no,n/a
2429600,Upper Clam Lake,Ashland,166,67.2,20,6.1,46.1528513,-90.906413,Complex - Cool - Dark,no,no,n/a
2894200,White River Flowage,Ashland,56,22.7,26,7.9,46.4963342,-90.9129782,Simple - Riverine,n/a,n/a,n/a
2047000,Wolf Lake,Ashland,5,2.0,17,5.2,46.2000997,-90.5427482,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2905600,Wolfs Pond,Ashland,3,1.2,7,2.1,46.5509226,-90.6996335,Simple - Harsh - No Fishery,n/a,n/a,n/a
2428900,Woodtick Lake,Ashland,12,4.9,5,1.5,46.1755552,-90.863518,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2406900,Zielke Lake,Ashland,21,8.5,16,4.9,46.1768026,-90.618596,Complex - Cool - Clear,no,no,n/a
1832100,Anderson Lake,Barron,14,5.7,17,5.2,45.603314,-91.9264898,Simple - Warm - Clear,no,no,n/a
1832400,Bailey Lake,Barron,43,17.4,7,2.1,45.3174568,-91.6732406,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2096700,Barron Flowage No. 1,Barron,48,19.4,12,3.7,45.4067432,-91.8479116,Simple - Riverine,n/a,n/a,n/a
2096900,Barron Flowage No. 2,Barron,2,0.8,10,3.0,45.4068722,-91.8556889,Simple - Riverine,n/a,n/a,n/a
2097100,Barron Flowage No. 3,Barron,65,26.3,10,3.0,45.4148246,-91.8720087,Simple - Riverine,n/a,n/a,n/a
1832800,Bass Lake T33N R10W S34,Barron,118,47.8,14,4.3,45.2960866,-91.599582,Simple - Warm - Clear,no,no,n/a
1832900,Bass Lake T33N R14W S32,Barron,19,7.7,19,5.8,45.3022705,-92.1279209,Simple - Warm - Dark,n/a,n/a,n/a
1833100,Bass Lake T36N R10W S02,Barron,19,7.7,39,11.9,45.63407,-91.5757693,Simple - Cool - Clear,no,no,n/a
1833200,Bass Lake T36N R12W S10,Barron,23,9.3,21,6.4,45.6111135,-91.8322024,Simple - Cool - Clear,yes,no,n/a
1834300,Beauty Lake,Barron,11,4.5,10,3.0,45.6148985,-92.0620332,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2081200,Beaver Dam Lake,Barron,1112,450.0,106,32.3,45.551175,-92.032233,Complex - Two Story,n/a,n/a,Complex - Cool - Dark
1835100,Big Dummy Lake,Barron,111,44.9,54,16.5,45.5720936,-91.9836918,Simple - Cool - Clear,yes,no,n/a
2079000,Big Moon Lake,Barron,191,77.3,48,14.6,45.3430945,-92.1192151,Complex - Cool - Dark,n/a,n/a,n/a
2632400,Blueberry Lake,Barron,8,3.2,6,1.8,45.5343361,-92.1294452,Simple - Harsh - No Fishery,n/a,n/a,n/a
1837000,Bowman Lake,Barron,12,4.9,17,5.2,45.5328641,-91.9307594,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2100100,Buck Lake,Barron,57,23.1,20,6.1,45.5617182,-91.9705451,Simple - Warm - Dark,n/a,n/a,n/a
2455700,Bullhead Lake,Barron,14,5.7,8,2.4,45.5569084,-92.0980742,Simple - Harsh - No Fishery,n/a,n/a,n/a
2105800,Butternut Lake,Barron,141,57.1,15,4.6,45.6305259,-91.9045196,Simple - Warm - Dark,n/a,n/a,n/a
2102800,Cameron Flowage,Barron,72,29.1,9,2.7,45.4113567,-91.7565128,Simple - Warm - Dark,n/a,n/a,n/a
1840100,Chain Lake T36N R10W S07,Barron,107,43.3,19,5.8,45.6137322,-91.6436713,Simple - Warm - Clear,no,no,n/a
2101600,Chain Lakes T36N R13W S23,Barron,43,17.4,15,4.6,45.5895986,-91.9447492,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2094000,Chetek Lake,Barron,770,311.6,22,6.7,45.3159558,-91.6291036,Complex - Warm - Dark,no,no,n/a
2090300,Couderay Lake,Barron,11,4.5,3,0.9,45.3778526,-91.5634509,Simple - Harsh - No Fishery,n/a,n/a,n/a
2661700,Cranberry Lake,Barron,9,3.6,28,8.5,45.5593155,-92.0808203,Simple - Warm - Dark,n/a,n/a,n/a
1842300,Crooked Lake,Barron,15,6.1,10,3.0,45.6153854,-91.8463038,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2097800,Crystal Bay Lake,Barron,9,3.6,16,4.9,45.4275464,-91.937913,Simple - Warm - Dark,n/a,n/a,n/a
2459500,Crystal Lake,Barron,120,48.6,22,6.7,45.4829392,-92.1015081,Simple - Warm - Dark,no,no,n/a
2088000,Dallas Flowage,Barron,27,10.9,9,2.7,45.2614919,-91.8213301,Simple - Riverine,n/a,n/a,n/a
2102100,Deep Lake,Barron,2,0.8,19,5.8,45.6393423,-91.9797201,Simple - Harsh - No Fishery,n/a,n/a,n/a
2101800,Deer Lake,Barron,9,3.6,17,5.2,45.6269547,-91.9644224,Simple - Warm - Dark,n/a,n/a,n/a
2104500,Desair Lake,Barron,81,32.8,33,10.1,45.5444737,-91.7784932,Simple - Cool - Dark,no,no,n/a
1864000,"Devils Lake, Lower",Barron,162,65.6,26,7.9,45.6262606,-91.7610895,Complex - Cool - Dark,yes,no,n/a
2043500,"Devils Lake, Upper",Barron,86,34.8,10,3.0,45.635258,-91.767685,Complex - Warm - Dark,no,yes,n/a
1844900,Dietz Lake No. 1,Barron,21,8.5,15,4.6,45.4601431,-91.7016144,Simple - Warm - Dark,n/a,n/a,n/a
1845000,Dietz Lake No. 2,Barron,12,4.9,8,2.4,45.4529671,-91.7034417,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1845100,Dietz Lake No. 3,Barron,16,6.5,23,7.0,45.4496092,-91.7025259,Simple - Warm - Dark,n/a,n/a,n/a
1845200,Dietz Lake No. 4,Barron,15,6.1,12,3.7,45.4444899,-91.7030231,Simple - Warm - Dark,n/a,n/a,n/a
2100300,Duck Lake,Barron,100,40.5,26,7.9,45.558484,-91.992525,Complex - Cool - Dark,yes,no,n/a
2630200,Echo Lake,Barron,161,65.2,41,12.5,45.4459338,-92.1296966,Complex - Warm - Clear,no,no,n/a
2463000,Elbow Lake,Barron,12,4.9,5,1.5,45.4023013,-92.1438519,Simple - Harsh - No Fishery,n/a,n/a,n/a
1849000,Firetag Lake,Barron,8,3.2,4,1.2,45.522326,-91.892854,Simple - Harsh - No Fishery,n/a,n/a,n/a
2104900,Fish Lake,Barron,8,3.2,34,10.4,45.560533,-91.8516873,Simple - Warm - Dark,n/a,n/a,n/a
2101900,Fox Lake,Barron,12,4.9,18,5.5,45.6261574,-91.9688732,Simple - Warm - Dark,n/a,n/a,n/a
1850100,Gates Lake,Barron,15,6.1,9,2.7,45.4955455,-92.0766539,Simple - Harsh - No Fishery,n/a,n/a,n/a
2099400,Ginder Lake,Barron,21,8.5,18,5.5,45.5259229,-91.8084851,Simple - Warm - Dark,n/a,n/a,n/a
1851100,Goose Lake,Barron,12,4.9,12,3.7,45.598513,-91.6503045,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2100800,Granite Lake,Barron,154,62.3,34,10.4,45.5799477,-92.0068531,Complex - Cool - Dark,n/a,n/a,n/a
1851800,Greely Lake,Barron,56,22.7,13,4.0,45.5977914,-91.9948868,Simple - Warm - Dark,n/a,n/a,n/a
2109800,Hemlock Lake,Barron,357,144.5,21,6.4,45.5680414,-91.5647854,Complex - Cool - Dark,yes,no,n/a
1853500,Hillman Lake,Barron,23,9.3,10,3.0,45.406647,-92.134087,Simple - Warm - Dark,n/a,n/a,n/a
1853800,Hogback Lake,Barron,15,6.1,8,2.4,45.6231923,-91.9304226,Simple - Warm - Dark,n/a,n/a,n/a
2469800,Horseshoe Lake T36N R14W S03,Barron,115,46.5,19,5.8,45.6261195,-92.0871082,Complex - Warm - Dark,no,no,n/a
1856600,Johnnys Lake,Barron,8,3.2,6,1.8,45.5538655,-91.9551763,Simple - Harsh - No Fishery,n/a,n/a,n/a
2471900,Kelleys Lake,Barron,19,7.7,12,3.7,45.6158353,-92.147471,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1857700,Kelly Lake,Barron,18,7.3,41,12.5,45.61106,-91.8980492,Simple - Warm - Dark,n/a,n/a,n/a
2081700,Kidney Lake,Barron,40,16.2,32,9.8,45.5783555,-92.0797187,Simple - Cool - Clear,no,no,n/a
1858100,Kirby Lake T36N R12W S08,Barron,7,2.8,13,4.0,45.6163889,-91.8739178,Simple - Warm - Dark,n/a,n/a,n/a
1858200,Kirby Lake T36N R14W S14,Barron,92,37.2,19,5.8,45.601096,-92.0661101,Simple - Cool - Clear,yes,no,n/a
2632100,Lake of The Woods (Bass),Barron,46,18.6,55,16.8,45.5314102,-92.1527418,Simple - Cool - Dark,n/a,n/a,n/a
2475500,Little Bass Lake,Barron,24,9.7,56,17.1,45.5861024,-92.0926909,Simple - Warm - Dark,n/a,n/a,n/a
2105900,Little Butternut Lake,Barron,22,8.9,16,4.9,45.6196898,-91.9081571,Simple - Warm - Dark,n/a,n/a,n/a
1861400,Little Dummy Lake,Barron,31,12.5,44,13.4,45.5784629,-91.9881927,Simple - Cool - Clear,no,no,n/a
1861600,Little Granite Lake,Barron,22,8.9,56,17.1,45.5727766,-91.9979775,Simple - Two Story,n/a,n/a,Simple - Cool - Clear
1862000,Little Lake,Barron,7,2.8,7,2.1,45.3978851,-91.8667935,Simple - Harsh - No Fishery,n/a,n/a,n/a
2079100,Little Moon Lake,Barron,27,10.9,30,9.1,45.3409677,-92.1526446,Simple - Cool - Dark,no,no,n/a
2661600,Little Sand Lake,Barron,101,40.9,36,11.0,45.5697937,-92.0913447,Simple - Cool - Dark,no,no,n/a
1862300,Little Silver Lake,Barron,18,7.3,20,6.1,45.5862912,-91.9313557,Simple - Warm - Dark,n/a,n/a,n/a
2075900,Long Lake T32N R14W S06,Barron,6,2.4,6,1.8,45.2851579,-92.1445758,Simple - Harsh - No Fishery,n/a,n/a,n/a
2630600,Long Lake T35N R14W S20,Barron,40,16.2,13,4.0,45.5045796,-92.1147097,Simple - Warm - Dark,n/a,n/a,n/a
2478600,Loon Lake,Barron,94,38.0,26,7.9,45.469462,-92.1289232,Complex - Warm - Clear,no,no,n/a
2098200,Lower Vermillion Lake,Barron,208,84.2,55,16.8,45.5127674,-91.9612515,Simple - Cool - Dark,yes,no,n/a
1866600,Minnow Lake,Barron,26,10.5,12,3.7,45.5588587,-91.5880751,Simple - Cool - Dark,no,no,n/a
1867100,Mitchell Lake,Barron,28,11.3,14,4.3,45.619288,-91.8380783,Simple - Warm - Clear,yes,no,n/a
2103200,Montanis Lake,Barron,200,80.9,14,4.3,45.4770465,-91.7054243,Complex - Warm - Dark,yes,no,n/a
1867600,Moon Lake,Barron,84,34.0,5,1.5,45.471972,-91.7207879,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2089700,Moose Ear Lake,Barron,34,13.8,6,1.8,45.3261721,-91.5785391,Simple - Warm - Dark,n/a,n/a,n/a
2089300,Mud Lake T32N R11W S02,Barron,22,8.9,19,5.8,45.2862616,-91.6909695,Simple - Warm - Dark,n/a,n/a,n/a
2094600,Mud Lake T33N R10W S06,Barron,577,233.5,15,4.6,45.3640028,-91.6533067,Complex - Warm - Dark,no,no,n/a
2079600,Mud Lake T34N R14W S29,Barron,19,7.7,4,1.2,45.395817,-92.1214134,Simple - Harsh - No Fishery,n/a,n/a,n/a
2630500,Mud Lake T35N R14W S16,Barron,23,9.3,11,3.4,45.5116774,-92.1012555,Simple - Warm - Dark,n/a,n/a,n/a
2099800,Mud Lake T36N R12W S30,Barron,24,9.7,7,2.1,45.5742323,-91.9087168,Simple - Harsh - No Fishery,n/a,n/a,n/a
2104800,Mud Lake T36N R12W S34,Barron,4,1.6,17,5.2,45.5663122,-91.840323,Simple - Warm - Dark,n/a,n/a,n/a
1868600,Musket Lake (Mosquito),Barron,25,10.1,11,3.4,45.3637824,-92.0485502,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2630800,North Lake,Barron,89,36.0,21,6.4,45.5292972,-92.1035639,Simple - Cool - Clear,yes,no,n/a
2625400,Old Mill Pond,Barron,5,2.0,9,2.7,45.3942317,-92.1379022,Simple - Harsh - No Fishery,n/a,n/a,n/a
1872900,Pea Viner Lake,Barron,3,1.2,6,1.8,45.55578,-91.9485827,Simple - Harsh - No Fishery,n/a,n/a,n/a
2098600,Peterson Lake,Barron,37,15.0,13,4.0,45.5199839,-91.9348506,Simple - Warm - Dark,n/a,n/a,n/a
1874400,Pickerel Lake,Barron,37,15.0,25,7.6,45.6300339,-91.6000618,Simple - Cool - Dark,no,no,n/a
1874800,Pine Lake,Barron,7,2.8,5,1.5,45.625831,-91.9471701,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2094300,Pokegama Lake,Barron,506,204.8,19,5.8,45.326547,-91.6333109,Complex - Warm - Dark,no,no,n/a
2098000,Poskin Lake,Barron,150,60.7,30,9.1,45.4247296,-91.9762523,Complex - Warm - Dark,yes,no,n/a
2080000,Prairie Farm Flowage,Barron,29,11.7,8,2.4,45.2418384,-91.9813925,Complex - Riverine,n/a,n/a,n/a
2094100,Prairie Lake,Barron,1534,620.8,16,4.9,45.3585412,-91.6828894,Complex - Warm - Dark,no,no,n/a
1876600,Redman Lake,Barron,10,4.0,5,1.5,45.5410533,-91.9790565,Simple - Harsh - No Fishery,n/a,n/a,n/a
2103900,Rice Lake,Barron,939,380.0,19,5.8,45.507187,-91.7247399,Complex - Warm - Dark,yes,no,n/a
1877200,Robinson Lake,Barron,3,1.2,30,9.1,45.5813355,-91.9336349,Simple - Harsh - No Fishery,n/a,n/a,n/a
1878300,Round Lake T36N R10W S07,Barron,10,4.0,11,3.4,45.6195801,-91.6471849,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1878400,Round Lake T36N R12W S10,Barron,18,7.3,16,4.9,45.6141126,-91.8413899,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2661100,Sand Lake,Barron,322,130.3,57,17.4,45.5904316,-92.1080444,Complex - Cool - Clear,yes,no,n/a
2630700,Scott Lake,Barron,81,32.8,26,7.9,45.5186373,-92.1101414,Complex - Cool - Dark,yes,no,n/a
1881100,Silver Lake,Barron,337,136.4,91,27.7,45.5837875,-91.9212081,Complex - Two Story,n/a,n/a,Complex - Cool - Clear
1882000,Spider Lake,Barron,40,16.2,13,4.0,45.6275839,-91.9278176,Simple - Cool - Clear,no,no,n/a
1864100,"Spirit Lake, Lower",Barron,24,9.7,42,12.8,45.5606749,-92.0727386,Simple - Warm - Dark,n/a,n/a,n/a
