WBIC,Lake Name,County,Area (acres),Area (ha),Max Depth (ft),Max Depth (m),Latitude,Longitude,Final Lake Class,Temp Transitional,Clarity Transitional,If not then (for 2-story and stocked trout lakes)
340500,Blacksmith Lake,Menominee,99,40.1,64,19.5,44.9032783,-88.557705,Simple - Cool - Dark,n/a,n/a,n/a
183100,Brigham Lake,Menominee,7,2.8,11,3.4,45.081031,-88.8333263,Simple - Harsh - No Fishery,n/a,n/a,n/a
329600,Burney Lake,Menominee,44,17.8,21,6.4,44.9808715,-88.9294198,Complex - Warm - Clear,n/a,n/a,n/a
183600,Coon Lake,Menominee,30,12.1,5,1.5,44.8724362,-88.5074522,Simple - Harsh - Has Fishery,n/a,n/a,n/a
183700,Cott Lake,Menominee,25,10.1,28,8.5,45.0851056,-88.7824023,Simple - Harsh - No Fishery,n/a,n/a,n/a
184000,Crowell Lake,Menominee,55,22.3,15,4.6,45.085995,-88.8495414,Complex - Warm - Clear,yes,yes,n/a
484600,Crystal Springs Lake,Menominee,4,1.6,18,5.5,45.1014152,-88.5690179,Simple - Cool - Clear,n/a,n/a,n/a
357800,Deadman Spring,Menominee,3,1.2,20,6.1,45.0864842,-88.6845156,Simple - Trout Pond,n/a,n/a,n/a
350900,Elma Lake,Menominee,46,18.6,30,9.1,45.0376969,-88.8903538,Complex - Cool - Clear,n/a,n/a,n/a
459300,Founder Lake,Menominee,11,4.5,30,9.1,45.0891716,-88.511538,Simple - Cool - Clear,n/a,n/a,n/a
343700,Frechette Lake,Menominee,14,5.7,3,0.9,45.0360245,-88.8195541,Simple - Harsh - No Fishery,n/a,n/a,n/a
420800,Fredenberg Lake,Menominee,61,24.7,19,5.8,45.0517888,-88.5175828,Simple - Cool - Dark,n/a,n/a,n/a
481900,Grignon Lake*,Menominee,26,10.5,17,5.2,45.003638,-88.4869825,Simple - Warm - Dark,n/a,n/a,n/a
187300,Hazel Lake,Menominee,32,12.9,15,4.6,45.0830117,-88.8415319,Complex - Cool - Clear,n/a,n/a,n/a
329700,Hemlock Lake,Menominee,14,5.7,10,3.0,44.9827205,-88.9359333,Simple - Harsh - Has Fishery,n/a,n/a,n/a
339500,Keshena Lake,Menominee,29,11.7,27,8.2,44.8860694,-88.619812,Simple - Warm - Clear,n/a,n/a,n/a
482800,La Belle Lake,Menominee,24,9.7,47,14.3,45.0097179,-88.5485724,Simple - Cool - Clear,n/a,n/a,n/a
339600,La Motte Lake,Menominee,185,74.9,71,21.6,44.8849285,-88.6016254,Complex - Cool - Clear,no,no,n/a
359400,La Verne Lake,Menominee,13,5.3,7,2.1,45.1011642,-88.8116215,Simple - Harsh - No Fishery,n/a,n/a,n/a
339800,Legend Lake,Menominee,1304,527.7,74,22.6,44.887104,-88.62947,Complex - Cool - Clear,n/a,n/a,n/a
340400,Little Blacksmith Lake,Menominee,22,8.9,10,3.0,44.9020912,-88.5706806,Simple - Cool - Dark,n/a,n/a,n/a
190800,Little Sand Lake,Menominee,47,19.0,18,5.5,44.8892304,-88.5318319,Simple - Cool - Dark,n/a,n/a,n/a
423800,Long Lake (Spirit),Menominee,25,10.1,3,0.9,44.907997,-88.5229231,Simple - Harsh - No Fishery,n/a,n/a,n/a
482900,Marsh Lake,Menominee,20,8.1,12,3.7,45.025721,-88.5206861,Simple - Warm - Dark,n/a,n/a,n/a
358700,McCall Lake,Menominee,18,7.3,22,6.7,45.0654959,-88.7460663,Simple - Harsh - Has Fishery,n/a,n/a,n/a
358600,"McCall Lake, Lower",Menominee,13,5.3,24,7.3,45.060798,-88.7449899,Simple - Harsh - Has Fishery,n/a,n/a,n/a
454200,Moshawquit Lake,Menominee,264,106.8,30,9.1,44.8972145,-88.5004813,Complex - Cool - Clear,no,no,n/a
347500,Neconish Lake,Menominee,8,3.2,3,0.9,45.0643622,-88.960693,Simple - Harsh - No Fishery,n/a,n/a,n/a
346600,Neopit Mill Pond,Menominee,202,81.7,10,3.0,44.9837769,-88.8472431,Simple - Riverine,n/a,n/a,n/a
347200,Noseum Lake,Menominee,28,11.3,8,2.4,45.0460033,-88.9246216,Simple - Trout Pond,n/a,n/a,n/a
344400,Perote Lake,Menominee,37,15.0,5,1.5,45.0960651,-88.8017219,Simple - Harsh - No Fishery,n/a,n/a,n/a
340200,Pestiga Lake (Peshtigo),Menominee,38,15.4,34,10.4,44.9141964,-88.5756291,Simple - Cool - Dark,n/a,n/a,n/a
324500,Pine Lake T28N R16E S26,Menominee,152,61.5,3,0.9,44.8783563,-88.5196664,Simple - Cool - Dark,n/a,n/a,n/a
425900,Pine Lake T29N R16E S09,Menominee,13,5.3,22,6.7,45.0064512,-88.5531033,Simple - Harsh - No Fishery,n/a,n/a,n/a
341000,Pywaosit Lake,Menominee,82,33.2,59,18.0,44.8955892,-88.5224924,Simple - Cool - Clear,n/a,n/a,n/a
335400,Red Springs,Menominee,1,0.4,2,0.6,44.9852927,-88.9451157,Simple - Harsh - No Fishery,n/a,n/a,n/a
324300,Rice Lake,Menominee,38,15.4,4,1.2,44.8634348,-88.5178731,Simple - Cool - Dark,n/a,n/a,n/a
197600,Round Lake,Menominee,54,21.9,37,11.3,44.8919173,-88.5632618,Simple - Cool - Clear,n/a,yes,n/a
426600,Rushes Lake,Menominee,20,8.1,2,0.6,44.9411087,-88.5336632,Simple - Harsh - No Fishery,n/a,n/a,n/a
197900,Sand Lake,Menominee,88,35.6,28,8.5,44.8889626,-88.5424734,Simple - Warm - Dark,n/a,n/a,n/a
340900,Sapokesick Lake,Menominee,12,4.9,24,7.3,44.9020982,-88.5371482,Simple - Cool - Clear,n/a,n/a,n/a
340000,Skice Lake,Menominee,42,17.0,21,6.4,44.890484,-88.59858,Simple - Cool - Clear,n/a,n/a,n/a
340100,Spring Lake,Menominee,32,12.9,37,11.3,44.9074002,-88.5820952,Simple - Cool - Dark,n/a,yes,n/a
483100,St Joseph Lake,Menominee,42,17.0,14,4.3,45.0289837,-88.5119042,Simple - Harsh - Has Fishery,n/a,n/a,n/a
428000,Sunia Lake,Menominee,4,1.6,10,3.0,45.0680214,-88.591884,Simple - Harsh - No Fishery,n/a,n/a,n/a
200000,Teabeau Lake,Menominee,7,2.8,10,3.0,45.0564486,-88.8122058,Simple - Harsh - No Fishery,n/a,n/a,n/a
484400,Turtle Lake,Menominee,10,4.0,32,9.8,45.1037487,-88.5353033,Simple - Harsh - No Fishery,n/a,n/a,n/a
439300,Vejo Lake,Menominee,18,7.3,17,5.2,45.0436952,-88.5214186,Simple - Harsh - Has Fishery,n/a,n/a,n/a
339900,Watosah Lake,Menominee,49,19.8,36,11.0,44.890484,-88.59858,Simple - Warm - Dark,n/a,n/a,n/a
240600,Waukau Lake,Menominee,27,10.9,18,5.5,44.9455493,-88.5997226,Simple - Harsh - Has Fishery,n/a,n/a,n/a
459100,Weso Lake,Menominee,23,9.3,23,7.0,45.1049586,-88.5045649,Simple - Warm - Dark,yes,yes,n/a
6500,Boerner Bot Gdn Pond No. 1,Milwaukee,2,0.8,3,0.9,42.9308393,-88.0308171,Simple - Harsh - No Fishery,n/a,n/a,n/a
6700,Boerner Bot Gdn Pond No. 2,Milwaukee,1,0.4,4,1.2,42.9328199,-88.0313259,Simple - Harsh - No Fishery,n/a,n/a,n/a
6900,Boerner Bot Gdn Pond No. 3,Milwaukee,8,3.2,5,1.5,42.9356278,-88.0359222,Simple - Harsh - No Fishery,n/a,n/a,n/a
19900,Brown Deer Park Pond,Milwaukee,6,2.4,6,1.8,43.1579638,-87.9543318,Simple - Harsh - No Fishery,n/a,n/a,n/a
8600,Dineen Park Pond,Milwaukee,2,0.8,5,1.5,43.0868624,-87.9935125,Simple - Harsh - No Fishery,n/a,n/a,n/a
5200,Dumkes Lake,Milwaukee,7,2.8,11,3.4,42.8834236,-88.0689702,Simple - Harsh - No Fishery,n/a,n/a,n/a
8800,Estabrook Park Lagoon,Milwaukee,1,0.4,6,1.8,43.1000552,-87.9048407,Simple - Harsh - Has Fishery,n/a,n/a,n/a
200,Greenfield Park Pond,Milwaukee,7,2.8,6,1.8,43.0086466,-88.0618882,Simple - Harsh - No Fishery,no,no,n/a
9400,Holler Park Pond,Milwaukee,1,0.4,5,1.5,42.9513142,-87.9213281,Simple - Harsh - No Fishery,n/a,n/a,n/a
9700,Humboldt Park Pond,Milwaukee,4,1.6,3,0.9,42.9900074,-87.8994045,Simple - Warm - Dark,no,no,n/a
15800,Jackson Park Pond,Milwaukee,8,3.2,8,2.4,42.9960485,-87.9634693,Simple - Warm - Dark,n/a,n/a,n/a
9800,Jacobus Park Pond,Milwaukee,1,0.4,5,1.5,43.0419897,-87.993148,Simple - Warm - Dark,n/a,n/a,n/a
44600,Juneau Park Lagoon,Milwaukee,15,6.1,6,1.8,43.0471809,-87.8927766,Simple - Cool - Dark,no,no,n/a
5900,Koepmier Lake (Bishop),Milwaukee,8,3.2,35,10.7,42.9201449,-88.0018936,Simple - Warm - Dark,n/a,n/a,n/a
10000,Kosciuszko Park Pond,Milwaukee,3,1.2,4,1.2,43.0038516,-87.9209792,Simple - Warm - Dark,no,no,n/a
10100,Linden Pond,Milwaukee,2,0.8,15,4.6,43.1755365,-87.9365148,Simple - Harsh - No Fishery,n/a,n/a,n/a
16600,McCarty Park Pond,Milwaukee,4,1.6,9,2.7,42.9977554,-88.0129898,Simple - Harsh - Has Fishery,n/a,n/a,n/a
10300,McGovern Park Pond,Milwaukee,5,2.0,5,1.5,43.116487,-87.970262,Simple - Warm - Dark,n/a,n/a,n/a
17400,Menomonee Parkway Pond,Milwaukee,2,0.8,4,1.2,43.0770402,-88.038228,Simple - Harsh - Has Fishery,n/a,n/a,n/a
10500,Mitchell Park Pond,Milwaukee,2,0.8,6,1.8,43.0253101,-87.9429292,Simple - Harsh - Has Fishery,n/a,n/a,n/a
7500,Monastery Lake,Milwaukee,12,4.9,30,9.1,42.9131282,-88.0374306,Simple - Warm - Dark,n/a,n/a,n/a
5500,Mud Lake,Milwaukee,5,2.0,21,6.4,42.9267638,-87.9615219,Simple - Harsh - Has Fishery,n/a,n/a,n/a
11000,New Zoo Pond,Milwaukee,5,2.0,11,3.4,43.0297587,-88.0436855,Simple - Harsh - No Fishery,n/a,n/a,n/a
10700,North Golf Course Pond No. 1,Milwaukee,1,0.4,4,1.2,43.1654071,-88.0550795,Simple - Harsh - No Fishery,n/a,n/a,n/a
10800,North Golf Course Pond No. 2,Milwaukee,1,0.4,4,1.2,43.1643864,-88.0574041,Simple - Harsh - No Fishery,n/a,n/a,n/a
10900,North Golf Course Pond No. 3,Milwaukee,3,1.2,8,2.4,43.1669461,-88.0541411,Simple - Harsh - No Fishery,n/a,n/a,n/a
11100,Noyes Pond,Milwaukee,1,0.4,1,0.3,43.146244,-88.015575,Simple - Harsh - No Fishery,n/a,n/a,n/a
14700,Oak Creek Parkway Pond,Milwaukee,5,2.0,8,2.4,42.9131021,-87.8543555,Simple - Riverine,n/a,n/a,n/a
5700,Root River Parkway Pond,Milwaukee,8,3.2,17,5.2,42.9224529,-87.9941667,Simple - Harsh - Has Fishery,n/a,n/a,n/a
11500,Saveland Park Pond,Milwaukee,1,0.4,6,1.8,42.9774915,-87.911601,Simple - Harsh - No Fishery,n/a,n/a,n/a
18300,Schroedel Pond,Milwaukee,5,2.0,8,2.4,43.1565571,-88.0559819,Simple - Harsh - No Fishery,n/a,n/a,n/a
6100,Scout Lake,Milwaukee,8,3.2,19,5.8,42.9399119,-87.9871603,Simple - Warm - Dark,no,no,n/a
11700,Sheridan Park Pond,Milwaukee,1,0.4,8,2.4,42.9609446,-87.8471697,Simple - Warm - Dark,n/a,n/a,n/a
14400,Washington Park Pond,Milwaukee,11,4.5,5,1.5,43.0551245,-87.9680638,Simple - Warm - Dark,no,no,n/a
7300,Whitnall Park Pond,Milwaukee,15,6.1,10,3.0,42.9249731,-88.0336603,Simple - Harsh - Has Fishery,n/a,n/a,n/a
15500,Wilson Park Pond,Milwaukee,9,3.6,5,1.5,42.9722305,-87.9360652,Simple - Warm - Dark,n/a,n/a,n/a
16200,Wood Hospital Pond,Milwaukee,1,0.4,4,1.2,43.023562,-87.9764826,Simple - Harsh - No Fishery,n/a,n/a,n/a
1666600,Alderwood Lake,Monroe,11,4.5,6,1.8,44.0880111,-90.6604667,Simple - Riverine,n/a,n/a,n/a
1660400,Angelo Pond,Monroe,53,21.4,8,2.4,43.9701862,-90.7701624,Simple - Riverine,n/a,n/a,n/a
1694200,Cataract Pond,Monroe,5,2.0,12,3.7,44.0908795,-90.8416316,Simple - Riverine,n/a,n/a,n/a
1690800,Deep Lake,Monroe,4,1.6,13,4.0,44.1353496,-90.946974,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1662000,East Silver Lake,Monroe,7,2.8,10,3.0,43.9491754,-90.6516943,Simple - Warm - Dark,n/a,n/a,n/a
1665400,Flora Dell Lake,Monroe,5,2.0,11,3.4,44.0101147,-90.6072116,Simple - Harsh - No Fishery,n/a,n/a,n/a
1694700,Hans Beigel Pond,Monroe,3,1.2,6,1.8,44.0986389,-90.7758861,Simple - Trout Pond,n/a,n/a,n/a
1667100,Hazel Dell Lake,Monroe,2,0.8,6,1.8,44.1017833,-90.6295264,Simple - Harsh - No Fishery,n/a,n/a,n/a
1663900,Lower Sparta Pond,Monroe,5,2.0,7,2.1,44.012875,-90.6501944,Simple - Warm - Dark,n/a,n/a,n/a
1326600,Monroe County Flowage,Monroe,263,106.4,8,2.4,44.0771292,-90.3701286,Simple - Warm - Clear,no,no,n/a
1690700,Mud Lake,Monroe,13,5.3,3,0.9,44.1283042,-90.9510155,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1659900,Perch Lake,Monroe,33,13.4,10,3.0,43.9434964,-90.7982346,Simple - Riverine,n/a,n/a,n/a
1658500,Pinnacle Rock Pond,Monroe,2,0.8,11,3.4,43.7746865,-90.7508951,Simple - Trout Pond,n/a,n/a,n/a
1649400,Sandy Lake,Monroe,13,5.3,10,3.0,43.9460837,-90.7208972,Simple - Harsh - No Fishery,n/a,n/a,n/a
1691000,Shallow Lake,Monroe,9,3.6,8,2.4,44.1406893,-90.9430992,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1666000,Squaw Lake,Monroe,15,6.1,19,5.8,44.0265251,-90.705201,Simple - Warm - Dark,no,no,n/a
1663400,Stillwell Pond,Monroe,6,2.4,8,2.4,43.9911333,-90.645,Simple - Warm - Dark,n/a,n/a,n/a
1660800,Swamp Pond,Monroe,4,1.6,8,2.4,43.9606254,-90.7192771,Simple - Warm - Clear,n/a,n/a,n/a
1342100,Tomah Lake,Monroe,225,91.1,19,5.8,43.9815583,-90.5230849,Simple - Warm - Dark,no,no,n/a
1664100,Upper Sparta Pond,Monroe,5,2.0,9,2.7,44.0093,-90.6450806,Simple - Warm - Dark,n/a,n/a,n/a
1663600,Wac Pond,Monroe,4,1.6,6,1.8,44.0117275,-90.6909883,Simple - Riverine,n/a,n/a,n/a
1332700,Wazeda Lake,Monroe,36,14.6,12,3.7,44.1527685,-90.5180625,Simple - Warm - Dark,no,no,n/a
1660100,West Sandy Lake,Monroe,9,3.6,13,4.0,43.945969,-90.7392214,Simple - Harsh - No Fishery,n/a,n/a,n/a
1661000,West Silver Lake,Monroe,6,2.4,5,1.5,43.9543131,-90.7246018,Simple - Trout Pond,n/a,n/a,n/a
458700,Anderson Lake,Oconto,182,73.7,40,12.2,45.1140176,-88.4214329,Complex - Warm - Clear,no,no,n/a
417400,Archibald Lake,Oconto,393,159.0,50,15.2,45.2829925,-88.586644,Complex - Cool - Clear,yes,no,n/a
490900,Archibald Tower Springs,Oconto,8,3.2,13,4.0,45.2583196,-88.5863744,Simple - Harsh - Has Fishery,n/a,n/a,n/a
417500,Balcom Lake,Oconto,65,26.3,62,18.9,44.9080997,-88.222751,Simple - Warm - Dark,n/a,n/a,n/a
417600,Barnes Lake,Oconto,34,13.8,25,7.6,45.2602217,-88.6278178,Simple - Warm - Dark,n/a,n/a,n/a
467600,Barney Spring,Oconto,1,0.4,1,0.3,45.3505116,-88.6617382,Simple - Harsh - No Fishery,n/a,n/a,n/a
417900,Bass L. T32NR15ES09(Wickser),Oconto,142,57.5,40,12.2,45.2763428,-88.620918,Complex - Warm - Clear,n/a,n/a,n/a
417700,Bass Lake T31N R18E S14,Oconto,16,6.5,25,7.6,45.1675044,-88.2140357,Simple - Warm - Clear,no,no,n/a
462400,Bass Lake T32N R17E S22,Oconto,12,4.9,11,3.4,45.2405226,-88.3494419,Simple - Warm - Dark,n/a,n/a,n/a
471200,Bear Lake,Oconto,78,31.6,16,4.9,45.32119,-88.5011715,Simple - Cool - Dark,no,no,n/a
418000,Bear Paw Lake,Oconto,49,19.8,20,6.1,45.1813767,-88.3940967,Simple - Warm - Clear,no,no,n/a
418100,Beaver Lake,Oconto,8,3.2,22,6.7,44.9195297,-88.157147,Simple - Harsh - Has Fishery,n/a,n/a,n/a
418200,Benz Lake,Oconto,11,4.5,8,2.4,44.9914333,-88.3331511,Simple - Harsh - No Fishery,n/a,n/a,n/a
486400,Big Gillett Lake (Gillett),Oconto,34,13.8,26,7.9,45.250093,-88.5424878,Complex - Warm - Clear,no,no,n/a
489900,Big Island Lake,Oconto,37,15.0,25,7.6,45.2462036,-88.5603634,Simple - Warm - Clear,no,no,n/a
418500,Binder Lake,Oconto,22,8.9,17,5.2,45.3215888,-88.5442101,Simple - Harsh - Has Fishery,n/a,n/a,n/a
418600,Birch Lake,Oconto,4,1.6,10,3.0,45.3170028,-88.4637736,Simple - Harsh - No Fishery,n/a,n/a,n/a
418700,Boot Lake,Oconto,235,95.1,38,11.6,45.2668777,-88.6338663,Complex - Cool - Clear,yes,no,n/a
465900,Bowman Lake,Oconto,11,4.5,39,11.9,45.2931632,-88.6400318,Simple - Warm - Dark,n/a,n/a,n/a
445500,Brooks Lake,Oconto,9,3.6,15,4.6,44.9469534,-88.2875124,Simple - Harsh - No Fishery,n/a,n/a,n/a
418800,Buck Lake,Oconto,8,3.2,8,2.4,45.2610453,-88.4892484,Simple - Harsh - No Fishery,n/a,n/a,n/a
418900,Bullfrog Lake,Oconto,16,6.5,19,5.8,45.3075479,-88.4633305,Simple - Harsh - Has Fishery,n/a,n/a,n/a
486000,Camp Five Lake,Oconto,16,6.5,13,4.0,45.2598515,-88.5090244,Simple - Harsh - No Fishery,n/a,n/a,n/a
419100,Camp Four Lake (Bass),Oconto,24,9.7,18,5.5,45.2357469,-88.5467777,Simple - Warm - Dark,n/a,n/a,n/a
487400,Camp Lake,Oconto,15,6.1,18,5.5,45.2651527,-88.5525619,Simple - Warm - Dark,n/a,n/a,n/a
419200,"Cave Lake (Krake, Small Bass)",Oconto,21,8.5,34,10.4,45.2522817,-88.5978238,Simple - Warm - Dark,n/a,n/a,n/a
491400,Cedar Lake T32N R15E S12,Oconto,4,1.6,25,7.6,45.2636657,-88.5749529,Simple - Warm - Clear,n/a,n/a,n/a
539100,Cedar Lake T32N R17E S12,Oconto,20,8.1,5,1.5,45.2711948,-88.3122102,Simple - Harsh - No Fishery,n/a,n/a,n/a
464700,Chain Lake,Oconto,81,32.8,50,15.2,45.2993464,-88.550365,Simple - Warm - Dark,n/a,n/a,n/a
419300,Chicken Crop Lake (Cave),Oconto,20,8.1,19,5.8,45.249541,-88.6053736,Simple - Warm - Dark,n/a,n/a,n/a
419400,Chicken Foot Lake (Chicken),Oconto,50,20.2,20,6.1,45.2513533,-88.6129966,Simple - Warm - Dark,n/a,n/a,n/a
451000,Christie Lake (Christy),Oconto,387,156.6,10,3.0,44.8903372,-88.3626149,Simple - Harsh - No Fishery,n/a,n/a,n/a
462520,Chute Pond,Oconto,421,170.4,19,5.8,45.1286067,-88.4492105,Complex - Riverine,n/a,n/a,n/a
419500,Company Lake,Oconto,15,6.1,49,14.9,44.9111768,-88.1951859,Simple - Harsh - No Fishery,n/a,n/a,n/a
447200,Cooley Lake,Oconto,60,24.3,43,13.1,45.0258116,-88.2792703,Simple - Harsh - Has Fishery,n/a,n/a,n/a
419600,Crab Lake,Oconto,9,3.6,10,3.0,45.3443248,-88.5171644,Simple - Harsh - Has Fishery,n/a,n/a,n/a
462000,Crooked Lake,Oconto,143,57.9,37,11.3,45.2426148,-88.3575944,Simple - Warm - Clear,no,no,n/a
489700,Deadman Lake,Oconto,37,15.0,47,14.3,45.2443286,-88.6026683,Simple - Cool - Clear,n/a,n/a,n/a
487200,Deep Lake,Oconto,3,1.2,20,6.1,45.2670101,-88.5563494,Simple - Warm - Clear,n/a,n/a,n/a
455100,Deer Lake,Oconto,27,10.9,5,1.5,45.0492483,-88.2644946,Simple - Harsh - Has Fishery,n/a,n/a,n/a
500100,Dell Lake (Spruce),Oconto,35,14.2,10,3.0,45.2679745,-88.3269794,Simple - Harsh - No Fishery,n/a,n/a,n/a
414600,Delzer Lake,Oconto,8,3.2,35,10.7,44.8521322,-88.2320577,Simple - Harsh - No Fishery,n/a,n/a,n/a
420000,Dollar Lake,Oconto,2,0.8,13,4.0,45.2625258,-88.6497779,Simple - Harsh - No Fishery,n/a,n/a,n/a
420100,Dombroski Lake (Dombrowski),Oconto,4,1.6,19,5.8,44.8591199,-88.2171373,Simple - Harsh - No Fishery,n/a,n/a,n/a
466900,Explosion Lake,Oconto,31,12.5,27,8.2,45.314137,-88.6440542,Simple - Warm - Clear,no,no,n/a
420400,Fanny Lake,Oconto,19,7.7,18,5.5,45.2675444,-88.665955,Simple - Cool - Clear,no,no,n/a
487300,Far Lake,Oconto,3,1.2,22,6.7,45.2685423,-88.5603143,Simple - Warm - Clear,n/a,n/a,n/a
420500,Farr Lake,Oconto,13,5.3,14,4.3,45.1579877,-88.3630171,Simple - Harsh - No Fishery,n/a,n/a,n/a
420600,Finnegan Lake,Oconto,18,7.3,38,11.6,44.8765002,-88.3199857,Complex - Warm - Clear,n/a,n/a,n/a
519000,First Lake,Oconto,9,3.6,24,7.3,45.0269503,-88.1895873,Simple - Harsh - No Fishery,n/a,n/a,n/a
500400,Flower Lake (Grass),Oconto,45,18.2,6,1.8,45.2540991,-88.3262433,Simple - Harsh - No Fishery,n/a,n/a,n/a
539300,Forbes Spring,Oconto,2,0.8,2,0.6,45.3179068,-88.3911577,Simple - Trout Pond,n/a,n/a,n/a
486700,French Lake (Shay),Oconto,29,11.7,29,8.8,45.2581594,-88.5548012,Simple - Warm - Dark,n/a,n/a,n/a
420900,Frog Lake,Oconto,6,2.4,19,5.8,45.1910446,-88.1877586,Simple - Harsh - No Fishery,n/a,n/a,n/a
455200,Funk Lake,Oconto,31,12.5,18,5.5,45.0627017,-88.2657693,Simple - Warm - Dark,n/a,n/a,n/a
421000,Gaffney Lake,Oconto,9,3.6,14,4.3,45.1814336,-88.1917324,Simple - Warm - Dark,n/a,n/a,n/a
462300,Gilkey Lake,Oconto,20,8.1,6,1.8,45.2463069,-88.3465806,Simple - Cool - Dark,no,no,n/a
421300,Glocke Lake (Gluckie),Oconto,28,11.3,8,2.4,45.3324316,-88.5717894,Simple - Harsh - No Fishery,n/a,n/a,n/a
459900,Green Lake,Oconto,22,8.9,25,7.6,45.1612277,-88.4470594,Simple - Warm - Clear,no,yes,n/a
421600,Grindle Lake (Waupee),Oconto,42,17.0,23,7.0,45.2330374,-88.3731248,Simple - Warm - Clear,no,no,n/a
421700,Hagen Lake (Hogen),Oconto,27,10.9,26,7.9,45.2423514,-88.532159,Simple - Warm - Dark,n/a,n/a,n/a
421800,Halfmoon Lake,Oconto,26,10.5,38,11.6,45.1858778,-88.20228,Simple - Warm - Clear,no,no,n/a
492900,Hells Acre Springs,Oconto,3,1.2,16,4.9,45.231895,-88.61978,Simple - Harsh - No Fishery,n/a,n/a,n/a
469500,Hickey Springs,Oconto,1,0.4,4,1.2,45.3097528,-88.4398353,Simple - Harsh - No Fishery,n/a,n/a,n/a
472900,Hidden Lake,Oconto,36,14.6,45,13.7,45.35743,-88.5283544,Simple - Warm - Dark,n/a,n/a,n/a
492500,Hills Pond,Oconto,10,4.0,6,1.8,45.2031169,-88.6214483,Simple - Harsh - No Fishery,n/a,n/a,n/a
447400,Hoerth Lake (Herth),Oconto,6,2.4,23,7.0,45.031337,-88.3048722,Simple - Warm - Dark,n/a,n/a,n/a
422000,Holt Lake,Oconto,6,2.4,23,7.0,45.1694602,-88.2067491,Simple - Warm - Dark,n/a,n/a,n/a
467100,Horn Lake,Oconto,134,54.2,11,3.4,45.3247848,-88.6332524,Complex - Cool - Clear,no,yes,n/a
422100,Horn Shaped Lake,Oconto,6,2.4,15,4.6,45.3162186,-88.6285513,Simple - Harsh - Has Fishery,n/a,n/a,n/a
454900,Impassable Lake,Oconto,84,34.0,5,1.5,45.0569561,-88.2807889,Simple - Warm - Dark,n/a,n/a,n/a
489800,"Island Lake, Lower",Oconto,12,4.9,26,7.9,45.2382917,-88.5635222,Simple - Warm - Dark,n/a,n/a,n/a
490000,"Island Lake, Upper",Oconto,16,6.5,18,5.5,45.2510434,-88.5566931,Simple - Warm - Clear,no,no,n/a
519200,Jocko Lake,Oconto,17,6.9,31,9.4,45.0478217,-88.2064316,Simple - Warm - Dark,n/a,n/a,n/a
470600,John Lake,Oconto,103,41.7,26,7.9,45.3369054,-88.4925302,Simple - Warm - Clear,no,yes,n/a
422200,Johnson Lake,Oconto,6,2.4,6,1.8,44.987609,-88.2071171,Simple - Harsh - No Fishery,n/a,n/a,n/a
424000,"Jones Lake, Lower",Oconto,5,2.0,14,4.3,45.2556263,-88.6710159,Simple - Harsh - No Fishery,n/a,n/a,n/a
439200,"Jones Lake, Upper",Oconto,1,0.4,15,4.6,45.2579041,-88.6718125,Simple - Harsh - No Fishery,n/a,n/a,n/a
496600,"Jones Springs, Lower",Oconto,3,1.2,7,2.1,45.2676259,-88.6770133,Simple - Trout Pond,n/a,n/a,n/a
496700,"Jones Springs, Upper",Oconto,4,1.6,12,3.7,45.2726711,-88.6750574,Simple - Trout Pond,n/a,n/a,n/a
493200,Kathleen Lake (Warder),Oconto,23,9.3,33,10.1,45.2352439,-88.6338001,Simple - Cool - Clear,n/a,n/a,n/a
446600,Kelly Lake,Oconto,326,131.9,41,12.5,45.0216225,-88.2267896,Complex - Warm - Clear,no,no,n/a
423400,Key Lake (Little Long),Oconto,10,4.0,18,5.5,45.2691474,-88.5072457,Simple - Harsh - No Fishery,n/a,n/a,n/a
445800,Klaus Lake,Oconto,22,8.9,50,15.2,44.9381462,-88.3174951,Simple - Cool - Clear,n/a,n/a,n/a
422400,Kobus Lake,Oconto,4,1.6,5,1.5,45.1859854,-88.2522866,Simple - Harsh - Has Fishery,n/a,n/a,n/a
422500,Krake Lakes,Oconto,3,1.2,4,1.2,45.2602767,-88.6171748,Simple - Harsh - No Fishery,n/a,n/a,n/a
422600,Kuplie Lake,Oconto,15,6.1,22,6.7,44.9310171,-88.1811957,Simple - Warm - Dark,n/a,n/a,n/a
546100,Lackawanna Lake (Crystal),Oconto,9,3.6,3,0.9,45.3704823,-88.3223184,Simple - Warm - Dark,n/a,n/a,n/a
422700,Lauder Lake,Oconto,9,3.6,9,2.7,45.318075,-88.6510683,Simple - Harsh - No Fishery,n/a,n/a,n/a
539000,Ledge Lake (Pine),Oconto,34,13.8,19,5.8,45.2787475,-88.3207988,Simple - Harsh - Has Fishery,n/a,n/a,n/a
519500,Leigh F.(Lee)(+MarlBay&RiceBay),Oconto,231,93.5,52,15.8,45.0435952,-88.2331699,Simple - Warm - Clear,no,no,n/a
422800,Lily Lake,Oconto,5,2.0,49,14.9,44.9104844,-88.2114364,Simple - Harsh - Has Fishery,n/a,n/a,n/a
422900,Lincoln Lake,Oconto,13,5.3,16,4.9,45.3507803,-88.5445116,Simple - Warm - Clear,no,no,n/a
